response,answer,table_id,key,question
"Hannah Miley, Stephanie Rice, and Caitlin Leverenz placed 5th, 6th, and 6th respectively in the 2012 Summer Olympics – Women's 400 metre individual medley.","Great Britain's Hannah Miley finished fifth with a time of 4:34.17, while the Olympic Champion Stephanie Rice tied with United States' Caitlin Leverenz in sixth-place with a time of 4:35.49.",totto_source/train_json/example-4696.json,12397,"How did Hanna Miley, Stephanie Rice and Caitlin Leverenz do in the 2012 Summer Olympics – Women's 400 metre individual medley?"
"Darvis Patton's personal bests are:
- 60-meter dash: 6.50 seconds
- 100-meter dash: 9.89 seconds
- 200-meter dash: 20.03 seconds
- Long jump: 8.12 meters","Darvis Patton has bests of 20.03 for the 200 m, 8.12 m for the long jump, and 6.50 seconds for the 60-meter dash.",totto_source/train_json/example-1643.json,9344,What are Darvis Patton's personal bests?
The Taolaizhao-Shulan railway is 117 kilometers long.,The Taolaizhao–Shulan railway is a 117 km railway line.,totto_source/train_json/example-4502.json,12203,How long is the Taolaizhao–Shulan railway in kilometers?
"In 2004, Tracey Morris performed exceptionally well in races. She finished in 1st place in both the Four Villages Half Marathon in Helsby and the Brass Monkey Half Marathon in York, with times of 1:14:22 and 1:13:44 respectively.","In 2004, Tracey Morris won two half marathon races, the Brass Monkey Half Marathon and Four Villages Half Marathon.",totto_source/train_json/example-2945.json,10646,How did Tracey Morris perform in races in 2004?
"In 1990, the Boeing 737-200 and Boeing 747-200 were introduced.","From 1990, the Boeing 747 as well as the Boeing 737 was introduced.",totto_source/train_json/example-1303.json,9004,What aircraft was introduced in 1990?
"After 2004, Montgomery Gentry achieved Number One on the charts with the following singles:
- ""If You Ever Stop Loving Me"" in 2004
- ""Something to Be Proud Of"" in 2005
- ""Lucky Man"" in 2007
- ""Back When I Knew It All"" in 2008
- ""Roll with Me"" in 2008","The Montgomery Gentry has sent four more singles to Number One: ""Something to Be Proud Of"" in 2005, ""Lucky Man"" in 2007, ""Back When I Knew It All"", and ""Roll with Me"" both in 2008.",totto_source/train_json/example-7279.json,14980,When and with what singles did the Montgomery Gentry achieve Number One on the charts after 2004?
"From 1840 to 1930, the number of Catholic nuns in the United States grew from 900 to 135,000, which is an increase of 134,100.","The Catholic sisters and nuns numbers grew from 900 sisters in 15 in 1840, 50,000 in 170 orders in 1900, and 135,000 in 300 different orders by 1930 in the United States.",totto_source/train_json/example-195.json,7896,How did the number of catholic nuns grow within the United States from 1840 to 1930?
The Mongolian People's Revolutionary Party won the 1951 Mongolian legislative election with 176 seats. The remaining seat numbers were 118 for non-party candidates.,The MPRP won 176 of the 295 seats with the remaining 118 seats going to non-party candidates.,totto_source/train_json/example-4441.json,12142,Who won the 1951 Mongolian legislative election and what were the remaining seat numbers?
"SHiiKANE won the BEFFTA Awards for Best Video in 2015 for ""Tuele"" directed by Director.Q & Moe Musa, and Best UK African Female in 2016.",The SHiiKANE has previously won the “Best Music Video” in 2015 for Tuele directed by Director Q and “Best UK African Female” 2016 at the BEFFTA Awards.,totto_source/dev_json/example-447.json,448,What BEFTA awards did SHiiKANE win?
"Thobias Nilsson Montler earned his top two personal bests in the long jump in the following cities:

1. Berlin, Germany in 2018 - 8.10 m
2. Glasgow, United Kingdom in 2019 - 8.17 m",Thobias Nilsson Montler's bests in the Long jump event are 8.10 m in Berlin in 2018 and 8.17 m indoors in Glasgow in 2019.,totto_source/train_json/example-13591.json,21292,When and in which cities did Thobias Nilsson Montler earn his top two personal bests in the long jump?
The Rikken Seiyūkai party won 278 out of 464 seats.,"The result was a victory for the Rikken Seiyūkai party, which won 278 of the 464 seats.",totto_source/train_json/example-13021.json,20722,How many out of 464 seats did the Rikken Seiyūkai party win?
Reginald VelJohnson played the character Sgt. Al Powell in the movies Die Hard (1988) and Die Hard 2 (1990).,Reginald VelJohnson played Sgt. Al Powell in the 1988 film Die Hard and later reprised the character in the 1990 sequel Die Hard 2.,totto_source/train_json/example-4032.json,11733,Who played the character Sgt. Al Powell and in which movies in the Die Hard franchise did they play the character?
"In 2010, the racial distribution of Pomona was 48.0% White, 7.3% Black or African American, 8.5% Asian, and 70.5% Hispanic or Latino.","Pomona has 48.0% of White, 12.5% Non-Hispanic, 7.3% of African American, 70.5% Hispanic or Latino, and 8.5% of Asian.",totto_source/train_json/example-1235.json,8936,What is the racial distribution of Pomona in 2010?
"In 1964, Luke ""Long Gone"" Miles is known for his album ""Country Born"" released under the record label World Pacific.",Miles's 1964 album Country Born was issued by World Pacific.,totto_source/dev_json/example-724.json,725,What is Miles known for in 1964?
"Canada Jacques Villeneuve took the 1st position with a time of 1:29.369, while Germany Heinz-Harald Frentzen took the 2nd position with a time of 1:31.123.","Canadian Jacques Villeneuve took pole position after a lap of 1:29.369, while Heinz-Harald Frentzen managed a 1:31.121.",totto_source/train_json/example-13145.json,20846,What positions did Canada Jacques Villeneuve and Germany Heinz-Harald Frentzen take and with what time?
"Pam Borton's best year as head coach was in the 2003-04 season when she led the Minnesota team to a record of 25-9, finishing 9-7 in the conference and reaching the NCAA Final Four.",In the 2011-2012 season Minnesota was WBI champion in the postseason with Pam Borton as head coach.,totto_source/dev_json/example-1770.json,1771,What was Pam Borton's best year as head coach?
"In 2001, ""Edge of the Ocean"" was released in the US as a 10"" single, Ltd and an EP, both under the label Nettwerk America. In the UK, it was released as a 12"" promo single on July 10, 2001, under the label Nettwerk.","""Edge of the Ocean"" was released on July 10, 2001 in the United States as a 10"" single, an EP, and Adult alternative radio, while in the United Kingdom a 12"" promo single was liberated.",totto_source/dev_json/example-2215.json,2216,"How was ""Edge of the Ocean"" released in 2001 in both the US and the UK?"
"Linda Gray was cast as Hillary Michaels in the shows ""Models Inc."" and ""Melrose Place"".",Linda Gray played the character of Hillary Michaels in Melrose Place and Models Inc.,totto_source/train_json/example-68.json,7769,In what shows were Linda Gray got cast as Hillary Michaels?
"In 2017, Aparshakti Khurana was involved with two Sony TV projects: Super Night with Tubelight as a host and Popcorn as Dhijendra in a short film.","Aparshakti Khurana hosted Super Night with Tubelight, which was aired in 2017 on Sony TV.",totto_source/train_json/example-6708.json,14409,What Sony TV projects was Aparshakti Khurana involved with in 2017?
"In 1935, Stanley Woods beat Jimmie Guthrie by a time difference of 4 seconds (3:07.10.0 - 3:07.14.0).","Stanley Woods won the race by 4 seconds from Guthrie in 3 hours, 7 minutes and 10 seconds at an average speed of 84.68 mph.",totto_source/train_json/example-299.json,8000,By how much time did Stanley Woods beat Jimmie Guthrie in 1935?
"In 2005, Linda Liao played the role of Ellie Chua in the TV show Chase.","In 2005, Linda Liao appeared as Ellie Chua in Chase.",totto_source/dev_json/example-749.json,750,What did Linda Liao play in 2005?
"In the second half of Holly's World Season 1, the US viewer counts increased. The viewer counts for episodes 5, 6, 7, and 8 were 1.577 million, 1.557 million, 1.625 million, and 1.744 million respectively, showing a steady increase in viewership.","Ratings continued to improve for the rest of the season, reaching an all-time high with 2.224 million viewers watching the season finale.",totto_source/train_json/example-804.json,8505,How did US viewer counts change in the second half of Holly's World Season 1?
"The Olympics on US TV Rights Fees paid during 2018 through 2020 were $963 million and $1.45 billion, respectively.",$963 million paid for the 2018 Winter Olympics and $1.45 billion for the 2020 Summer Olympics.,totto_source/train_json/example-133.json,7834,What were the Olympics on US TV Rights Fees paid during 2018 through 2020?
"In 2012, Daniel Cudmore played the role of Master Chief Petty Officer John-117 in the movie ""Halo 4: Forward Unto Dawn"".","In 2012, Daniel Cudmore starred as Master Chief Petty Officer John-117 in Halo 4: Forward Unto Dawn.",totto_source/train_json/example-13399.json,21100,What Halo movie and role did Daniel Cudmore play in during 2012?
"In 2017, Super Tekla appeared in the following shows: Alyas Robin Hood, Sunday PinaSaya, Trops, Celebrity Bluff, and Magkapakailanman: The Happy and Sad Adventures of Tekla: The Romeo Librada Story.","In 2017, Super Tekla appeared on several GMA Network shows like Alyas Robin Hood, Trops, and Celebrity Bluff.",totto_source/train_json/example-9777.json,17478,What shows did Super Tekla appear in 2017?
"The top two finishers in the Sidecar TT Race 'A' were very close, with Dave Molyneux and Rick Long finishing with a speed of 111.688 mph and John Holden and Andrew Winkle finishing with a speed of 111.470 mph. The difference between their speeds was only 0.218 mph.",Dave Molyneux and Rick Long won the Sidecar TT Race ‘A’ by 6.5 seconds from John Holden and Andrew Winkle in 1 hour and 49.6 seconds at an average race speed of 111.688 mph.,totto_source/train_json/example-2338.json,10039,How close were the top two finishers in the Sidecar TT Race 'A'?
"The Who Tour began on August 11, 1972, in Frankfurt, Germany, and ended on September 14, 1972, in Rome, Italy.","The Who Tour began on August 11, 1972 at the Festhalle Frankfurt in Frankfurt, Germany and ended on September 14, 1972 at the Palasport in Rome, Italy.",totto_source/train_json/example-13192.json,20893,Where and when did the  Who Tour begin and end?
"The three nations that completed a close finish at the 2000 Summer Olympics finale were United States, Australia, and Japan.","Canada (4:07.55), Great Britain (4:07.61) and China (4:07.83) completed a close finish at the 2000 Summer Olympics finale.",totto_source/train_json/example-432.json,8133,"Which 3 nations completed a close finish at the 2000 Summer Olympics finale?"
"""Lose Yourself"" won the award for Best Video from a Film at the MTV Video Music Awards in 2003.","At the 2003 MTV Video Music Awards, Lose Yourself received the award for Best Video from a Film.",totto_source/train_json/example-13628.json,21329,What award did lose yourself get at the MTV Video Music Awards?
"In 2011, Rao starred in the film ""Chikku Bukku"" and it was set in the Tamil language.",Rao made her acting debut with the Tamil film Chikku Bukku in 2011.,totto_source/dev_json/example-987.json,988,"Which film did Rao star in in 2011, and which language was it set in?"
"Pete Newell worked at the following universities:
1. San Francisco Dons (1946-1950)
2. Michigan State Spartans (1950-1954)
3. California Golden Bears (1954-1960)

His overall record at each university is as follows:
1. San Francisco Dons: 70-37 (.654)
2. Michigan State Spartans: 45-42 (.517)
3. California Golden Bears: 119-44 (.730)","Pete Newell was with San Francisco, Michigan State and California for 15 years in total, compiling an overall record of 234 wins and 123 losses.",totto_source/train_json/example-6960.json,14661,"What universities did Pete Newell work at, and what kind of overall record did he achieve there?"
"Mike Birbiglia won his first Lucille Lortel award for Outstanding Solo Show in 2011 for ""My Girlfriend's Boyfriend"".","In 2011, Birbiglia's My Girlfriend's Boyfriend won the Lucille Lortel Award for Outstanding Solo Show.",totto_source/train_json/example-13573.json,21274,When and for which creative work did Mike Birbiglia win his first Lucille Lortel award for Outstanding Solo Show?
"In Juice (1992), Tupac Shakur starred as Roland Bishop. In Poetic Justice (1993), he starred as Lucky. In Gridlock'd (1997), he starred as Ezekiel ""Spoon"" Whitmore. In Gang Related (1997), he starred as Detective Jake Rodriguez.","Shakur starred as Bishop in Juice (1992), Lucky in Poetic Justice (1993), Ezekiel in Gridlock'd (1997), and Jake in Gang Related (1997).",totto_source/train_json/example-590.json,8291,"What roles did Tupac Shakur star as in Juice (1992), in Poetic Justice (1993), in Gridlock'd (1997), and in Gang Related (1997)?"
"Charles Glover of the Liberal Democrat party won the Oldham election by defeating John Battye of the Labour party. Glover won by a majority of 1,605 votes.","Battye was defeated by 1,605 votes by a Liberal Democrat candidate, Charles Glover, in the election.",totto_source/train_json/example-7126.json,14827,Who (person and party) won the Oldham election by defeating Battye and by how many votes did they win?
"In the 1980 Olympics, Sara Simeoni set a new record by achieving a height of 1.97 m in the high jump event, winning the gold medal.","In 1980, Sara Simeoni set a new Olympic winning record of 1.97 m in Moscow.",totto_source/train_json/example-4895.json,12596,What new record did Sara Simeoni set in the 1980 Olympic ?
"Yes, Samantha Bond had roles in several James Bond movies. She played the character Miss Moneypenny in the films GoldenEye, Tomorrow Never Dies, The World Is Not Enough, and Die Another Day.","Bond played as Miss Moneypenny in the films GoldenEye, Tomorrow Never Dies, The World Is Not Enough, and Die Another Day.",totto_source/train_json/example-1952.json,9653,Did Samantha Bond have any roles in James Bond movies?
"The first four signings in the 1981-82 Port Vale F.C. season were Ray Deakin from Everton on a free transfer, Ernie Moss from Chesterfield for £12,000, Jimmy Greenhoff from Canada Toronto Blizzard on a free transfer, and Geoff Hunter from Crewe Alexandra for £15,000.","For the 1981–82 Port Vale F.C. season, new signings were: defender Ray Deakin from Everton, midfielder Geoff Hunter from Crewe Alexandra, forward Ernie Moss from Chesterfield for £12,000 and Jimmy Greenhoff from the Toronto Blizzard.",totto_source/dev_json/example-991.json,992,What were the first four signings in the 1981-82 Port Vale F.C. season?
"In Phiali households, there are 285 males and 291 females.",Phiali has 118 houses with the total population of 576 of which 285 are male and 291 females.,totto_source/train_json/example-2707.json,10408,How many males and females live in Phiali households?
Takenori Hayashi joined JEF United Ichihara in 1999.,Takenori Hayashi joined J1 League club JEF United Ichihara in 1999.,totto_source/train_json/example-13023.json,20724,What did Takenori Hayashi join in 1999?
"Diego Maradona won the FIFA's Internet-Based poll with 53.6% of the votes. He won against Pelé, who received 18.53% of the votes.","Maradona won the Internet-based poll, garnering 53.6% of the votes against 18.53% for Pelé.",totto_source/train_json/example-484.json,8185,By how much percent did Diego Maradona win the FIFA's Internet-Based poll and against who?
"Yes, Vikramjeet Virk appeared in two Punjabi projects. He played the role of Vikram in ""Saude Dillan De"" in 2006 and was the team captain for Ludhianvi Tigers in ""Box Cricket League - Punjab (BCL Punjab)"" in 2016.",Vikramjeet Virk appeared as Vikram in Saude Dillan De (2006) and Team Captain in Box Cricket League - Punjab (BCL Punjab) (2016).,totto_source/dev_json/example-1468.json,1469,Did Vikramjeet Virk appear in any Punjabi projects?
"Alabama completed 19 passes out of 30 in the 2014 Sugar Bowl, totaling 387 yards.","In the 2014 Sugar Bowl, Alabama completed 19 of 30 passes for 387 yards.",totto_source/train_json/example-641.json,8342,"How many passes, out of 30, did Alabama complete in 2014 Sugar Bowl and for how many yards?"
"Yes, Nate Thompson changed teams during the 2012-13 NHL season. He played for the Tampa Bay Lightning and the Alaska Aces during that season.","During the 2012–13 NHL season, Nate Thompson played for the Alaska Aces of the ECHL, and later returned to the Lightning.",totto_source/dev_json/example-2019.json,2020,Did Nate Thompson change any teams during the 2012–13 NHL season?
"In 1931, Greta Garbo played the roles of Yvonne Valbret in Inspiration and Susan Lenox in Susan Lenox (Her Fall and Rise).","In 1931, Greta Garbo paired with Robert Montgomery in Inspiration and with Clark Gable in Susan Lenox (Her Fall and Rise).",totto_source/train_json/example-1931.json,9632,What roles did Greta Garbo have in 1931?
The total forfeitures increased by $1.25 billion from 2005 to 2010.,"From 2005 to 2010, the forfeitures went from $1.25 billion to $2.50 billion.",totto_source/train_json/example-449.json,8150,How much did the total forfeitures change from 2005 to 2010?
"In the 2012 Olympics, Sandra Perković achieved first place in the discus throw event with a distance of 69.11 meters.",At the 2012 Olympics Perković won the gold medal with 69.11 m.,totto_source/train_json/example-9971.json,17672,What were Perković achievements in the 2012 Olympics?
"Alfredo Di Stefano played for Real Madrid from 1953-1964. He made a total of 282 appearances for the team, scoring 216 goals.",Alfredo Di Stéfano scored 216 league goals for Real.,totto_source/train_json/example-9970.json,17671,How did Alfredo Di Stefano play on the Real team?
"In 2010, Christian Reif's best record was 8.47 m, which he achieved at the European Championships in Barcelona, Spain.","Christian Reif finished with 8.47 metres, achieved during the 2010 European Championships, in which he won the gold medal.",totto_source/dev_json/example-1855.json,1856,What's Christian Reif's best record in 2010?
"The literacy rate of Awan is 71.76% among males, 69.50% among females, and the overall literacy rate is 70.55%.","Literacy rate of Awan is 70.55% in total, with 71.76% among male and 69.50% among female.",totto_source/dev_json/example-1290.json,1291,"What is the Literacy rate of Awan among male, female, and total?"
"Delroy Poyser earned his first Central American and Caribbean Games gold medal in the Long Jump in 1982. The competition took place in Havana, Cuba.","Delroy Poyser, a Jamaican, won the gold medal at the 1982 Central American and Caribbean Games in Havana, Cuba.",totto_source/train_json/example-13843.json,21544,"When did Delroy Poyser earn his first Central American and Carribean Games gold medal in the Long Jump, and where did the competition take place?"
"In the 2000-01 season, Hernán Crespo scored 28 goals and played for Lazio.","In 2000–01, Hernán Crespo scored 26 goals in Serie A playing for Lazio.",totto_source/train_json/example-13974.json,21675,"In the 2000-01 season, how many goals did Hernán Crespo score and which club did he play for?"
Rich Maloney was the head coach of the Michigan Wolverines from 2003 to 2012. His overall record with the team was 341-244.,"Rich Maloney is the head coach of the Michigan Wolverines where he compiled a record of 341–244 in 10 seasons, from 2003 to 2012.",totto_source/train_json/example-13864.json,21565,"When was Rich Maloney the head coach of the Michigan Wolverines, and what was his overall record with the team?"
Hayden Mullins made a total of 114 appearances in Portsmouth. He was loaned to ,"Hayden Mullins made 129 appearances for Portsmouth, then he joined Championship side Reading.",totto_source/train_json/example-13693.json,21394,Hayden Mullins made how many appearances in Portsmouth and was the loaned to what club for Championship?
"The two soaps that were the only ones to win the British Soap Awards from 1999-2013 were Coronation Street and EastEnders. The show that finally snapped that streak was Hollyoaks, which won the award in 2014.","""Coronation Street"" and ""EastEnders"" had been the only two soaps to win the ""Best British Soap"" award from 1999 to 2013, until ""Hollyoaks"" won it in 2014.",totto_source/train_json/example-13390.json,21091,"What two soaps were the only ones to win the British Soap Awards from 1999-2013, and what show finally snapped that streak?"
"Patrick McGoohan reprised his role as Number Six in 2000, in an episode of The Simpsons titled ""The Computer Wore Menace Shoes"".","In 2000, Patrick McGoohan reprised his role as Number Six in The Simpsons episode, ""The Computer Wore Menace Shoes"".",totto_source/train_json/example-2406.json,10107,When did Patrick McGoohan reprise his role as Number Six?
Mauricio Merino Jr. played the role of Freddy in Conspiracy 365.,Merino was cast in Conspiracy 365 in the role of Freddy.,totto_source/dev_json/example-951.json,952,What role did Maurico Merino Jr. play in Conspiracy 365?
The best performing pitchers for the 1977 Detroit Tigers were Dave Rozema and Mark Fidrych. Dave Rozema had a record of 15 wins and 7 losses with an ERA of 3.09. Mark Fidrych had a record of 6 wins and 4 losses with an ERA of 2.89.,"In 1977, Dave Rozema had the best record of 15-7 and led the team with 92 strikeouts, and Mark Fidrych had the lowest ERA of 2.89.",totto_source/dev_json/example-1429.json,1430,Who were the best performing pitchers for the 1977 Detroit Tigers?
Grossman reprised her role of Pepper in the years 2012 and 2014 in the shows American Horror Story: Asylum and American Horror Story: Freak Show respectively.,"In 2014, Grossman appeared in the American Horror Story: Freak Show, reprising her role as Pepper.",totto_source/train_json/example-4840.json,12541,In what year and what show did Grossman reprise her role of Pepper?
"In 2008, Bleszynski played the role of Rrama in the Malaysian film ""Cicakman 2: Planet Hitam"". In 2009, she played the lead role of Tiara in the movie ""Air Terjun Pengantin"".","In 2008, Bleszynski played Rrama in Cicakman 2: Planet Hitam and in 2009 worked in the film Air Terjun Pengantin.",totto_source/train_json/example-249.json,7950,Which movies did Bleszynski played in in 2008 and 2009?
Galen Rupp finished in 5th place in the 2018 Chicago Marathon.,Rupp finished 5th at the 2018 Chicago Marathon with a time of 2:06:21.,totto_source/train_json/example-13592.json,21293,How did Galen Rupp do in the 2018 Chicago Marathon?
"In the films All or Nothing (2002), Daniel Mays portrayed the role of Jason. In the film Vera Drake (2004), he portrayed the role of Sid.","Daniel Mays was cast in the films All or Nothing (2002) as Jason and Vera Drake (2004), in which he plays Sid.",totto_source/train_json/example-4351.json,12052,Which roles did Daniel Mays portray in the films All or Nothing (2002) and Vera Drake (2004)?
"In the 2010-11 playoffs, IK Sävehof won with a score of 35-18 against Eskilstuna Guif.","In 2010-11, IK Sävehof won the playoffs to claim their fourth title against Eskilstuna Guif with a score 35–18.",totto_source/dev_json/example-1249.json,1250,What is the result of 2010-11 playoffs?
"Paul Nicholls appeared in multiple films in the years 1999, 2004, and 2008.","Paul Nicholls appeared in multiple films in 1999, 2004, and 2008.",totto_source/dev_json/example-1478.json,1479,What years did Paul Nicholls appear in multiple films?
"In 1991, Helen Slatter finished 14th in the 100m backstroke with a time of 1:05.20 and 11th in the 200m backstroke with a time of 2:16.83. 
In 1996, Helen Slatter finished 13th in the 100m backstroke with a time of 1:03.61.",Helen Slatter finished 11th in the 200m backstroke at the 1991 World Championships and 13th in the 100m backstroke at the 1996 Olympic Games.,totto_source/train_json/example-6944.json,14645,What was Helen Slatter's backstroke performance like in 1991 and 1996?
"In the 1952 Open Championship, Bobby Locke finished in second place with a score of 69-71-74=214, which was 2 under par. Peter Thomson finished in third place with a score of 68-73-77=218, which was 2 over par.","In the 1952 Open Championship, Locke had closed to one shot after a 74 and Thomson was four behind Locke at 218 (+2).",totto_source/train_json/example-5472.json,13173,What were Locke and Thomson's results of the 1952 Open Championship?
"In the first round of the 2018 Czech presidential election, Miloš Zeman received 1,985,547 votes, which accounted for 38.57% of the total votes. Jiří Drahoš received 1,369,601 votes, which accounted for 26.60% of the total votes. In the second round, Miloš Zeman received 2,853,390 votes, which accounted for 51.37% of the total votes. Jiří Drahoš received 2,701,206 votes, which accounted for 48.63% of the total votes.","In the 2018 Czech presidential election, Miloš Zeman recieved 38.57% followed by Jiří Drahoš, who received 26.60%.",totto_source/train_json/example-4650.json,12351,How did Miloš Zeman and Jiří Drahoš perform in the 2018 Czech presidential election?
"In 1989, the Cover Girls performed the songs ""My Heart Skips a Beat"" and ""We Can't Go Wrong"".","The Cover Girls performed ""My Heart Skips a Beat"" and ""We Can't Go Wrong"" in 1989.",totto_source/dev_json/example-2155.json,2156,What did the Cover Girls perform in 1989?
The metric equivalent for the royal cubit is 525 mm and for the digit is 19 mm.,The royal cubit measured 525 mm and the ancient Egyptian digit was 19 mm.,totto_source/train_json/example-423.json,8124,What is the metric equivalent for the royal cubit and digit?
"No, Brian Diemer did not come into the top 10 in the World Championships. His best position in the World Championships was 4th in 1987.",Brian Diemer finished fourth in the 1987 World Championships in 8:14.46 and fifth at the 1991 World Championships in 8:18.29.,totto_source/dev_json/example-2112.json,2113,Did Brian Diemer come into the top 10 in the World Championships?
"In the 2003-04 season, Seedorf was playing for Milan in Serie A. He made 29 appearances, scored 3 goals, and participated in 6 cup matches.","In 2003–04 season, Seedorf played for Milan in Serie A.",totto_source/train_json/example-9575.json,17276,What was Seedorf doing in the 2003-04 season?
"The first two short films Tahirah Sharif appeared in in 2010 are ""Assessment"" where she played the role of Rachel and ""Promise"" where she played the role of Lisa.","In 2010, Sharif's first two short film appearances were in Assessment and Promise as Rachel and Lisa respectively.",totto_source/train_json/example-4016.json,11717,What are the first two short films Sharif appeared in in 2010?
Louise Brooks appeared in two films directed by G.W. Pabst: Pandora's Box and Diary of a Lost Girl.,"In 1929, Brooks starred as Thymian in Diary of a Lost Girl and appeared as Lulu in Pandora's Box, both of which were directed by Pabst.",totto_source/train_json/example-735.json,8436,Which films directed by G.W. Pabst did Lousie Brooks appear in?
"Lorraine Vélez played her roles as Leah/Sister Hilton in Black Nativity at the Master Theatre in NY, as Young Maria in Maria de Buenos Aires at the Houston Grand Opera, and as Anita in West Side Story at the Lakeview Theatre in Va.","Lorraine Vélez played Leah and Sister Hilton in the ""Black Nativity"" at the Master Theater, Young Maria in Maria de Buenos Aires at Houston Grand Opera, and Anita in ""West Side Story"" at the Lakeview Theater, Virginia.",totto_source/train_json/example-3665.json,11366,"Where did Lorraine Vélez play her roles as Leah/Sister Hilton, Young Maria and as Anita?"
"The Lady Love album was first released in the United States on August 25, 2009. It was released by Capitol Records.","The Lady Love album was released on August 25, 2009 in the United States through Capitol Records.",totto_source/train_json/example-13892.json,21593,When was the Lady Love Album first released in the United States and which label released it?
"Tony Harper left Brentford after the 1954-55 season. During his time with the club, he made a total of 173 appearances and scored 6 goals.",Tony Harper departed Brentford in 1955 and made 188 appearances and scored seven goals in his seven years with the club.,totto_source/train_json/example-13560.json,21261,When did Tony Harper leave Brentford and how did he do with the club?
Amy Brenneman was awarded the Women in Film Lucy Award in 2002.,"In 2002, Amy Brenneman was awarded the Women in Film Lucy Award.",totto_source/train_json/example-5011.json,12712,What year was Amy Brenneman awarded the  Women in Film Lucy Award?
Sanya Richards-Ross's personal record for the 400m event during the London Olympics was 49.55 seconds.,"At the 2012 London Olympics, Richards-Ross finished the 400m in 49.55 and won the gold medal.",totto_source/train_json/example-9180.json,16881,What was Richards-Ross personal record for the 400m event during the London Olympics? 
Keith Bebbington represented the Oldham Athletic club for 6 years and made a total of 255 appearances.,Keith Bebbington made 237 appearances in six years with the Oldham Athletic club.,totto_source/train_json/example-13575.json,21276,For how many years and total appearances did Keith Bebbington represent the Oldham Athletic club?
"In 2006, Uzo Aduba performed in The Seven at the New York Theatre Workshop. In 2008, she performed in The Seven at the La Jolla Playhouse.",Aduba played the character Amphiarus in 2006 at New York Theatre Workshop and in 2008 at La Jolla Playhouse.,totto_source/train_json/example-1868.json,9569,Where did Uzo Aduba perform in 2006 and 2008?
The Institutional Revolutionary Party won 177 seats in the 1967 Mexican legislative election.,The Institutional Revolutionary Party won 177 of the 212 seats.,totto_source/train_json/example-13442.json,21143, How many seats did The Institutional Revolutionary Party win?
"The Hungarian Socialist Workers' Party won the majority of the votes, receiving 99.0% of the votes and winning 224 seats. The party performed better than any other party in the election.","The Hungarian Socialist Workers' Party was the only party to contest the elections, and won 224 of the 352 seats, with the remaining 128 going to independents.",totto_source/dev_json/example-2148.json,2149,How did the Hungarian Socialist Workers' Party do in the 1971 Hungarian parliamentary election compared to other parties (if any)?
"In the year 1995, Makoto Yamazaki played in the Japan Football League.","In 1995, Makoto Yamazaki played for Tokyo Gas in Japan Football League (JFL).",totto_source/train_json/example-4385.json,12086,Which year and who played the Japan football league?
"On March 17, U-338 sank the British ships Fort Cedar Lake with a tonnage of 7,134 GRT, King Gruffydd with a tonnage of 5,072 GRT, and Kingsbury with a tonnage of 4,898 GRT.","On March 17, U-338 sank two British merchant ships: the 4,898 ton Kingsbury, and the 5,072 ton King Gruffydd.",totto_source/train_json/example-3039.json,10740,What British ships did the U-338 sink on March 17 and what were their tonnages?
"MTR Corporation uses the gauge of 1,432 mm (4 ft 8 3⁄8 in) in Hong Kong.","The MTR uses a gauge of 1,432 mm (4 ft 8 ³⁄₈ in).",totto_source/train_json/example-52.json,7753,Which gauge does MTR Corporation use in Hong Kong?
"On Kentucky Route 603, the interchanges that follow after Pleasant Valley Road No. 1 are US 60/US 231 (Wendell H. Ford Expressway) – Hawesville, Henderson.","After the interchange at Pleasant Valley Road No.1, the road has additional interchanges with Wendell H. Ford Expressway and KY 144.",totto_source/train_json/example-13077.json,20778,"On Kentucky Route 603, what interchanges follow after Pleasant Valley Road No. 1?"
"Harry McCalmont received 4,295 votes, which accounted for 57.2% of the total votes.","Harry McCalmont had a majority of 1,077 votes.",totto_source/train_json/example-13418.json,21119,What was the nature of Harry McCalmont votes?
"In the election, Bradley received 44.7% of the votes, while Kloppenburg received 43.2% of the votes.",Bradley edged Kloppenburg with 44.7% to 43.2%.,totto_source/dev_json/example-2099.json,2100,How did Bradley do compared to Kloppenburg in the election?
Abdouraim Haroun from Chad bookended the 2011 World Championships in Athletics in the preliminary round of the Men's 100 metre sprint. He finished first in heat 1.,"Abdouraim Haroun was the fastest preliminary runner, while the slowest of the round was Sogelau Tuvalu with a time of 15.66 seconds",totto_source/train_json/example-1958.json,9659,Who bookended the 2011 World Championships in Athletics in the preliminary round of the Men's 100 metre sprint?
"In the 1920 Rhondda West by-election, William John from the Labour Party won. He won by a majority of 4,076 votes over Gwilym Rowlands from the Unionist Party.","The 1920 Rhondda West by-election result was a victory for the Labour candidate, William John, who won with a majority of 4,076 votes over Gwilym Rowlands.",totto_source/train_json/example-4217.json,11918,"Who won the 1920 Rhondda West by-election  for which party, and by how many votes over which candidate?"
"Honey Rose first appeared in a Telugu language film in 2006 in the film ""Ee Varsham Sakshiga"" and in a Tamil language film in 2007 in the film ""Mudhal Kanave"".","In 2006, Honey Rose acted in Ee Varsham Sakshiga in her first Telugu film, which was followed by her first Tamil film, Mudhal Kanave in 2007.",totto_source/train_json/example-13546.json,21247,When and in which titles did Honey Rose first appear in Telugu and Tamil language films?
