id,question,response,answer,sql,r_num_cell,t_num_cell,linear_table
12409,When and in what play did Brooks Ashmanskas appear as Alan?,"brooks ashmanskas appeared as alan in the play ""god of carnage"" in the year 2012.",brooks ashmanskas appeared in god of carnage in 2012 as alan.,select * from T,160,160,"row_number | year | show | role | notes
0 | 1995 | songs for a new world | man 2 | off-broadway
1 | 1995 | how to succeed in business without really trying | bud frump | broadway, 1995 – 1996
2 | 1997 | dream | performer | broadway, (xxxx-4-31997-7-6,p-9402d)
3 | 1998 | little me | pinchley junior/steward/assistant director/doctor | broadway, (1998-11-121999-2-7,p87d)
4 | 1999 | animal crackers | unknown | arena stage
5 | 2000 | on a clear day you can see forever | performer | ny city center, 2000-2
6 | 2001 | amphitryon | sosia | huntington theatre company, (xxxx-3-92001-4-8,p-8005d)
7 | 2003 | gypsy | mr. goldstone/pastey | broadway, (2003-5-12004-5-20,p385d)
8 | 2004 | a midsummer tni's dream | francis flute | williamstown theatre festival, (2004-7-142004-7-25,p11d)
9 | 2004 | the producers | carmen ghia | broadway, 2004 - 2006
10 | 2006 | martin short: fame becomes me | comedy all star | broadway, (2006-8-172007-1-7,p143d)
11 | 2007 | present laughter | roland maule | huntington theatre company
12 | 2007 | the ritz | chris | broadway, (xxxx-10-112007-12-9,p-5785d)
13 | 2008 | broadway: 3 generations | performer | kennedy center
14 | 2008 | she loves me | georg nowack | huntington theatre company, may/2008-6
15 | 2008 | she loves me | georg nowack | williamstown theatre festival, july/2008-8
16 | 2008 | a flea in her ear | dr. finache | williamstown theatre festival, 2008-8
17 | 2009 | rich and famous | bing | american conservatory theatre - sf, jan/2009-2
18 | 2009 | knickerbocker | unknown | williamstown theatre festival
19 | 2009 | she stoops to conquer | tony lumpkin | mccarter theater, (xxxx-10-132009-11-1,p-5094d)
20 | 2010 | present laughter | roland maule | broadway, (xxxx-1-212010-3-21,p-4689d)
21 | 2010 | promises, promises | mr. dobitch | broadway, (2010-4-252011-1-2,p252d)
22 | 2011 | burn this | larry | mark taper forum
23 | 2012 | 1776 | john adams | ford's theatre
24 | 2012 | god of carnage | alan | huntington theatre company
25 | 2013 | clive | clive | off-broadway, jan. – 2013-3
26 | 2013 | johnny baseball | unknown | williamstown theatre festival, july/2013-8
27 | 2014 | bullets over broadway | warner purcell | broadway, (xxxx-4-102014-8-24,p-3151d)
28 | 2015 | something rotten! | brother jeremiah | broadway, (2015-4-222016-1-13,p266d)
29 | 2016 | shuffle along, or the making of the musical sensation of 1921 | al/izzy/mr. broadway/carlo | broadway, (2016-4-212016-7-24,p94d)
30 | 2016 | the prom | barry glickman | alliance theatre, august/2016-9
31 | 2018 | the prom | barry glickman | broadway, 2018-9 –"
9726,Which roles did Brandt play in 2011?,"brandt played the roles of fatima tazi, naevia, camille jordanson, valerie khoury, adriana, violet, and cassie in 2011.","in 2011, lesley-ann brandt appeared in a beautiful soul as angela barry.",select role from T where year = 2011;,7,105,"role
fatima tazi
naevia
camille jordanson
valerie khoury
adriana
violet
cassie"
21213,Which Grammy Award did Aguilera win in 2004 and what song was it for?,"in 2004, aguilera won the grammy award for best female pop vocal performance for the song ""beautiful"".","in 2004, aguilera won a grammy award for the best female pop vocal performance for ""beautiful"".",select * from T,147,147,"row_number | year | nominated_work | category | award | result | ref
0 | 2003 | ""dirrty"" (with redman) | best pop collaboration with vocals | grammy award | nominated | None
1 | 2003 | ""beautiful"" (music video) | special recognition | glaad media award | won | None
2 | 2003 | stripped | choice music – album | teen choice award | nominated | None
3 | 2003 | ""dirrty"" | best female video | mtv video music award | nominated | None
4 | 2003 | ""dirrty"" | best pop video | mtv video music award | nominated | None
5 | 2003 | ""dirrty"" | best dance video | mtv video music award | nominated | None
6 | 2003 | ""dirrty"" | best choreography | mtv video music award | nominated | None
7 | 2003 | ""dirrty"" | video of 2023 | mobo award | won | None
8 | 2003 | ""dirrty"" | song of 2023 | q award | won | None
9 | 2003 | stripped | best album | mtv europe music award | nominated | None
10 | 2003 | ""beautiful"" | best song | mtv europe music award | nominated | None
11 | 2004 | ""beautiful"" | best female pop vocal performance | grammy award | won | None
12 | 2004 | ""can't hold us down"" (with lil' kim) | best pop collaboration with vocals | grammy award | nominated | None
13 | 2004 | stripped | best pop vocal album | grammy award | nominated | None
14 | 2004 | ""beautiful"" | favorite video | mtv asia award | nominated | None
15 | 2004 | stripped | best international album | brit award | nominated | None
16 | 2004 | stripped | international album of 2023 | juno award | nominated | None
17 | 2004 | ""fighter"" | video of 2023 | juno award | won | None
18 | 2004 | ""the voice within"" | best female video | mtv video music award | nominated | None
19 | 2004 | ""the voice within"" | best cinematography | mtv video music award | nominated | None
20 | 2004 | ""the voice within"" | viewer's choice | mtv video music award | nominated | None"
7979,What songs did CJ Baran produce for Carly Rae Jepsen and for what album?,"cj baran produced the songs ""emotion"" and ""let's get lost"" for carly rae jepsen's album ""e-mo-tion"".","cj baran wrote and produced the songs ""emotion"" and ""let's get lost"" of carly rae jepsen's album e-mo-tion.",select * from T,105,105,"row_number | group | song | album | role
0 | panic! at the disco | ""victorious"" | death of a bachelor | writer, producer
1 | empire cast | ""do it"" feat. becky g | empire: music from 'without a country' ep | writer
2 | carly rae jepsen | ""emotion"" | e-mo-tion | writer, producer
3 | carly rae jepsen | ""let's get lost"" | e-mo-tion | writer, producer
4 | melanie martinez | ""pity party"" | cry baby | writer, producer
5 | coin | ""talk too much"" | none | writer
6 | melanie martinez | ""cake"" | cry baby | writer, producer
7 | bea miller | ""dracula"" | not an apology | writer, producer
8 | mika | ""promiseland"" | no place in heaven | writer
9 | pentatonix | ""cracked"" | pentatonix | writer
10 | simple plan | ""i don't wanna go to bed"" feat. nelly | none | writer
11 | pixie lott | ""till the sun comes out"" | young foolish happy | writer, producer
12 | pixie lott | ""everybody hurts sometimes"" | young foolish happy | writer, producer
13 | cody simpson | ""surfboard"" | none | writer, producer
14 | cody simpson | ""if you left him for me"" | surfer's paradise | writer, producer
15 | lea michele | ""gone 2023-11-27tni"" | louder | writer, producer
16 | the royal concept | ""fashion"" | smile ep | writer, producer
17 | the cab | ""these are the lies"" | lock me up ep | writer, producer
18 | andrew mcmahon | ""so close"" | zombies on broadway | writer, producer
19 | 1 ok rock | ""1 way ticket"" | ambitions | writer
20 | ansel elgort | ""thief"" | none | writer"
12360,What awards did Kapoor & Sons win and was nominated for?,kapoor & sons won the indian film festival of melbourne award and was nominated for the filmfare awards.,kapoor & sons earned khan the diversity award at the indian film festival of melbourne and a nomination for best supporting actor at the filmfare awards.,"select award, result from T where work = ""kapoor & sons"";",4,147,"award | result
indian film festival of melbourne | won
filmfare awards | nominated"
21594,"In 2005 and 2006, which Telugu language films did Santhoshi appear in?","in 2005 and 2006, santhoshi appeared in the telugu language films ""nuvvostanante nenoddantana"", ""okkade"", and ""bangaram"".","santhoshi appeared in telugu films such as nuvvostanante nenoddantana (2005), okkade (2005), and bangaram (2006).","select film from T where year in (2005, 2006) and language = ""telugu"";",3,120,"film
nuvvostanante nenoddantana
okkade
bangaram"
1488,Does Oklahoma have any indoor football teams?,"yes, oklahoma has an indoor football team called the oklahoma defenders.",the oklahoma defenders are an indoor football team that plays in the cpifl in tulsa.,"select club from T where type = ""indoor football"";",1,21,"club
oklahoma defenders"
11646,What were the results of Conor Dwyer and Connor Jaeger?,conor dwyer finished in 4th place with a time of 3:44.01 and connor jaeger finished in 5th place with a time of 3:44.16.,"conor dwyer (3:44.01) and fellow american connor jaeger (3:44.16) finished off the podium in fourth and fifth respectively, separated by a 0.15-second margin.",select * from T,56,56,"row_number | rank | lane | name | nationality | time | notes
0 | nan | 5 | horton, mackmack horton | australia | 3:41.55 | None
1 | nan | 6 | sun yang | china | 3:41.68 | None
2 | nan | 3 | detti, gabrielegabriele detti | italy | 3:43.49 | None
3 | 4.0 | 4 | dwyer, conorconor dwyer | united states | 3:44.01 | None
4 | 5.0 | 1 | jaeger, connorconnor jaeger | united states | 3:44.16 | None
5 | 6.0 | 7 | guy, jamesjames guy | great britain | 3:44.68 | None
6 | 7.0 | 2 | mckeon, daviddavid mckeon | australia | 3:45.28 | None
7 | 8.0 | 8 | pothain, jordanjordan pothain | france | 3:49.07 | None"
id,question,response,answer,sql,r_num_cell,t_num_cell,linear_table
10069,"What is the height, drop and length of the new roller coaster made by Rocky Mountain Construction?","the height of the new roller coaster made by rocky mountain construction is 153 ft or 47 m, the drop is 147 ft or 45 m, and the length is 4200 ft or 1300 m.","manufactured by rocky mountain construction, the new texas giant stands 153 ft (47 m) tall and features a 79° drop stretching 147 ft (45 m).",select * from T,40,40,"row_number | statistic | texas_giant | new_texas_giant
0 | years | 1990–2009 | 2011–present
1 | manufacturer | dinn corporation | rocky mountain construction
2 | designer | curtis d. summers | alan schilke
3 | track | wood | steel
4 | height | 143 ft or 44 m | 153 ft or 47 m
5 | drop | 137 ft or 42 m | 147 ft or 45 m
6 | length | 4920 ft or 1500 m | 4200 ft or 1300 m
7 | speed | 62 mph or 100 km/h | 65 mph or 105 km/h
8 | max vertical angle | 53° | 79°
9 | trains | philadelphia toboggan coasters (ptc) | gerstlauer"
2112,How did the Liberal Party do on the Two-party-preferred result?,the liberal party did not participate in the two-party-preferred result for the 1996 strathfield state by-election.,"in strathfield, the liberal party gained a swing of 2.28% on a two-party preferred basis.","select party, candidate, votes, ± from T;",48,84,"party | candidate | votes | ±
none | bruce maccarthy | 15772 | 2.79
none | jane timbrell | 10484 | 6.67
none | amelia newman | 1793 | +0.8
none | janne peterson | 1460 | none
none | damien maher | 1323 | none
none | richard hill | 298 | none
informal votes | informal votes | 744 | 3.21
turnout | turnout | 31874 | 9.88
2-party-preferred result | 2-party-preferred result | 2-party-preferred result | 2-party-preferred result
none | bruce maccarthy | 17462 | +2.28
none | jane timbrell | 12522 | 2.28
none | liberal hold | swing | none"
1842,Who won Oklahoma in the 1940 presidential election and by how much?,"franklin d. roosevelt (inc.) won oklahoma in the 1940 presidential election with 474,313 votes.","oklahoma was won by incumbent president franklin d. roosevelt, with 57.41% of the votes, against wendell willkie, with 42.23% of the votes.","select candidate, votes from T where party1 = ""democratic"" order by votes desc limit 1;",2,24,"candidate | votes
franklin d. roosevelt (inc.) | 474313"
11757,Which two videos did Gary Dourdan appear in for Janet Jackson and Eric B and Rakim?,"gary dourdan appeared in the videos ""again"" by janet jackson and ""move the crowd"" by eric b and rakim.","gary dourdan appeared in janet jackson's video titled ""again"", and in the music video ""move the crowd"" by eric b & rakim.","select title, artist from T ",8,20,"title | artist
move the crowd | erik b & rakim
again | janet jackson
soulful energy xchange | wanted
what's your number? | cypress hill featuring tim armstrong"
14447,"What were Gillian Anderson's appearances in 2005, 2010, 2011, and continuously from 2013-2015?","in 2005, gillian anderson appeared in ""bleak house"" as lady dedlock. in 2010, she appeared in ""any human heart"" as wallis, duchess of windsor. in 2011, she appeared in ""the crimson petal and the white"" as mrs. castaway","gillian anderson appeared as lady dedlock in bleak house (2005), wallis simpson in any human heart (2010), miss havisham in great expectations (2011), and dr. bedelia du maurier on hannibal (2013–2015).","select title, role, year from T where year in (2005, 2010, 2011) or (year >= 2013 and year <= 2015);",36,145,"title | role | year
bleak house | lady dedlock | 2005
any human heart | wallis, duchess of windsor | 2010
the crimson petal and the white | mrs. castaway | 2011
moby dick | elizabeth | 2011
great expectations | miss havisham | 2011
fa | dsu stella gibson | 2013–2016
hannibal | dr. bedelia du maurier | 2013–2015
crisis | meg fitch | 2014
robot chicken | fairy godmother/fiona (voice) | 2014
national theatre live | blanche dubois | 2014
top gear | herself | 2015
the widowmaker | narrator | 2015"
9532,Who did Dianna Agron play in Midnight: Life Behind Bars and CSI:NY?,the given sql query does not provide any information about the roles played by dianna agron in midnight: life behind bars and csi:ny.,"agron played kelly in the 2006 film after midnight: life behind bars, but her role in csi:ny was jessica grant, who appears in one episode.",select role from T ,11,55,"role
drunk girl
jessica grant
lexi
gia mellon
kelly
jenny budosh
debbie marshall
harper
kelly rand
sadie
quinn fabray"
8162,"When did James Hamilton Lewis (D), James M. Slattery (D), and  Charles W. Brooks (R) were formally installed?","james hamilton lewis (d), james m. slattery (d), and charles w. brooks (r) were formally installed on april 14, 1939 and november 22, 1940.","james hamilton lewis (d), until april 9, 1939 james m. slattery (d), april 14, 1939 – november 21, 1940 charles w. brooks (r), from november 22, 1940.","select date_of_successors_formal_installation from T where successor = ""james m. slattery (d)"" or successor = ""charles w. brooks (r)"" or vacator = ""j. hamilton lewis (d)"";",2,48,"date_of_successors_formal_installation
1939-4-14
1940-11-22"
21550,What awards and nominations did the telenova Verdades Secretas earn at the 2016 International Emmy Awards?,"at the 2016 international emmy awards, the telenovela verdades secretas earned the following awards and nominations:
- won the award for best telenovela
- grazi massafera was nominated for best actress in a telenovela.","at the 2016 international emmy awards, verdades secretas earned a nomination for best actress, for grazi massafera's performance, and, won best telenovela.","select award, category, nominated, result from T ",84,126,"award | category | nominated | result
prêmio extra de televisão | best telenovela | walcyr carrasco | won
prêmio extra de televisão | best actor | rodrigo lombardi | won
prêmio extra de televisão | best actress | marieta severo | won
prêmio extra de televisão | best supporting actor | rainer cadete | won
prêmio extra de televisão | best supporting actress | grazi massafera | won
prêmio extra de televisão | best supporting actress | agata moreira | nominated
prêmio extra de televisão | best new actress | camila queiroz | won
melhores do ano | best actor of telenovela | rodrigo lombardi | nominated
melhores do ano | best actress of telenovela | drica moraes | nominated
melhores do ano | best supporting actor | rainer cadete | won
melhores do ano | best supporting actress | grazi massafera | won
melhores do ano | best new actress | agata moreira | nominated
melhores do ano | best new actress | camila queiroz | nominated
melhores do ano | best new actor | gabriel leone | nominated
troféu apca | best telenovela | walcyr carrasco | won
troféu apca | best actress | drica moraes | nominated
troféu apca | best actress | grazi massafera | won
troféu apca | best actress | marieta severo | nominated
troféu apca | best director | mauro mendonça filho | won
international emmy awards | best telenovela | walcyr carrasco | won
international emmy awards | best actress | grazi massafera | nominated"
8458,Who were the last two finishers in the women's 200 metre individual medley at the 2012 Summer Olympics and what were their times?,the last two finishers in the women's 200 metre individual medley at the 2012 summer olympics were katinka hosszú with a time of 2:14.19 and hannah miley with a time of 2:11.29.,"great britain's hannah miley and hungary's katinka hosszú finished 7th and 8th with times of 2:11.29 and 2:14.19, respectively.","select name, time from T order by rank desc limit 2;",4,56,"name | time
katinka hosszú | 2:14.19
hannah miley | 2:11.29"
8961,How did Judd do compared to Marc Murphy and Brendan Fevola in the 2008 Carlton Football Club season?,"in the 2008 carlton football club season, chris judd received 472 votes, marc murphy received 417 votes, and brendan fevola received 373 votes.",judd (472 votes) won ahead of marc murphy (417 votes) and brendan fevola (373 votes).,"select player, votes from T where pos = ""1st"" or pos = ""2nd"" or pos = ""3rd"";",6,40,"player | votes
chris judd | 472
marc murphy | 417
brendan fevola | 373"
id,question,response,answer,sql,r_num_cell,t_num_cell,linear_table
10097,"What roles did Johanna Wokalek play in Silent Resident and North Face, respectively?",the roles that johanna wokalek played in silent resident and north face are not provided in the given table.,johanna wokalek played anna in silent resident in 2007 and starred as luise fellner in north face.,select role from T ,15,75,"role
rose
ilse
alma mahler
emilia galotti
lene thurner
ruth von roll
leila
anna
luise fellner
gudrun ensslin
johanna von ingelheim
cecilia kuper
tiffany blechschmid
claire kornitzer
nora"
20779,W'hat country did Leandro de Oliveira represent at the 2011 World Cross Country Championships and how did he place?,leandro de oliveira represented brazil at the 2011 world cross country championships and he placed 73rd.,leandro de oliveira represented brazil at the 2011 world cross country championships and placed 73rd in the 12 km race.,"select competition, position from T ",38,133,"competition | position
representing brazil | representing brazil
south american u23 championships | 5th
south american road mile championships | 1st
south american championships | 2nd
universiade | 37th (h)
universiade | 20th
south american road mile championships | 2nd
south american road mile championships | 2nd
ibero-american championships | 3rd
ibero-american championships | 1st
world cross country championships | 73rd
world cross country championships | 17th
south american road mile championships | 1st
south american championships | 1st
pan american games | 18th (sf)
ibero-american championships | 1st
south american road mile championships | 1st
ibero-american championships | 6th
south american road mile championships | 1st"
10585,Which British steamers did UB-16 sink in April 1916?,"ub-16 sank the following british steamers in april 1916: boy horace, e&c, economy, leuctra, tunisiana, westward ho!, mangara, emblem, victorious, nimrod, evelyn, foam crest, sunshine, springflower, young harry, perth, robert adamson","ub-16 sank two british steamers: the 2,978-ton robert adamson on the 10thand the 3,091-ton tregantle on the 22nd.","select name, nationality, fate from T ",81,162,"name | nationality | fate
boy horace | united kingdom | sunk
e&c | united kingdom | sunk
economy | united kingdom | sunk
leuctra | united kingdom | sunk
tunisiana | united kingdom | sunk
westward ho! | united kingdom | sunk
mangara | united kingdom | sunk
emblem | united kingdom | sunk
victorious | united kingdom | sunk
nimrod | united kingdom | sunk
evelyn | united kingdom | sunk
foam crest | united kingdom | sunk
sunshine | united kingdom | sunk
springflower | united kingdom | sunk
young harry | united kingdom | sunk
perth | united kingdom | sunk
elziena helena | netherlands | damaged
robert adamson | united kingdom | sunk
tregantle | united kingdom | sunk
john wilson | norway | sunk
velox | norway | sunk
arie | netherlands | sunk
kongsli | norway | damaged
hms recruit | royal navy | sunk
lisette | united kingdom | sunk
ruth | united kingdom | sunk
sunk: damaged: total: | 19652 5953 25605 | none"
7941,In which titles does Jo Hartley appear as a character whose name begins with C?,"jo hartley appears as a character whose name begins with c in the titles ""me and her (short film)"" and ""this is england.""","hartley has appeared in this is england (2006), and in as cynthia, and me and her as coleen.",select title from T where role like 'C%';,3,96,"title
me and her (short film)
this is england
ill manors"
8176,"How many ECHO Awards was Unheilig nominated for, what were they and how many did they win?",unheilig was nominated for a total of 27 echo awards and they won the bambi award.,"in 2011, unheilig was nominated for five echo awards (best video national for geboren um zu leben, echo radio, most successful production team, best national rock/alternative group and album of the year for große freiheit) and won three.","select count(*) as total_nominations, award, result from T ",3,162,"total_nominations | award | result
27 | bambi | won"
9963,Who placed in fifth and sixth place and with what times?,larsen jensen placed fifth with a time of 14:48.16 and david davies placed sixth with a time of 14:52.11.,"u.s. swimmer larsen jensen, placed fifth with a time 14:48.16, and was followed in the sixth spot by great britain's david davies in 14:52.11.","select name, time from T where rank in (5, 6);",4,56,"name | time
larsen jensen | t14:48.16
david davies | t14:52.11"
21659,When and where did the Shinee World The Best 2018 start and end?,"the shinee world the best 2018 started on february 17, 2018, and ended on february 27, 2018, in tokyo, japan.","shinee's activities in japan kicked off in osaka dome on february 17, 2018 and ended in tokyo dome on february 27, 2018.","select min(date) as start_date, max(date) as end_date, city, country from T;",4,20,"start_date | end_date | city | country
2018-2-17 | 2018-2-27 | tokyo | japan"
10302,What were the highest-grossing films before January 14 after Martian?,"the highest-grossing films before january 14 after ""the martian"" were ""the revenant"" ($54,100,000), ""bridge of spies"" ($70,800,000), ""the big short"" ($44,600,000), ""spotlight"" ($28,800,000","mad max: fury road was the second-highest-grossing film with $153.6 million followed by the revenant ($54.1 million), the big short ($44.6 million), and spotlight ($28.8 million).","select film, pre_nomination_before_jan_14 from T where pre_nomination_before_jan_14 > (select pre_nomination_before_jan_14 from T where film = ""the martian"");",12,48,"film | pre_nomination_before_jan_14
the revenant | $54100000
bridge of spies | $70800000
the big short | $44600000
spotlight | $28800000
brooklyn | $22800000
room | $5200000"
1758,How did Keith Fraser do in the men's giant slalom after race 1?,there is no information provided about keith fraser's performance in the men's giant slalom after race 1.,"keith fraser finished race 2 in a faster time of 1 minute and 19.83 seconds, which led him to the 63rd position.","select race_1 from T where athlete = ""keith fraser"" and event = ""men's giant slalom"";",1,28,"race_1
1:21.93"
21579,When did Gordon Hodgson join Liverpool and how many total career goals did he score with the club?,gordon hodgson joined liverpool in the 1925-26 season and scored a total of 378 career goals with the club.,"hodgson joined liverpool in 1925, scoring 241 goals for the club.","select season, total from T where club = ""liverpool"";",24,264,"season | total
1925–26 | 12
1926–27 | 40
1927–28 | 32
1928–29 | 41
1929–30 | 37
1930–31 | 41
1931–32 | 43
1932–33 | 39
1933–34 | 40
1934–35 | 36
1935–36 | 17
total | 378"
1698,What happened to the total appearances of Tsuneyasu Miyamoto in 2005 after 2004?,the total appearances of tsuneyasu miyamoto in 2005 increased from 34 to 37.,"after 25 total appearances for gamba osaka in the 2004 j1 league season, miyamoto appeared 36 times in the 2005 season.","select total, total1 from T ",50,350,"total | total1
apps | goals
total | total
none | none
22 | 0
33 | 1
37 | 0
34 | 0
33 | 0
29 | 0
24 | 1
33 | 2
25 | 0
36 | 3
40 | 2
total | total
10 | 0
15 | 0
2 | 0
total | total
39 | 1
12 | 0
5 | 0
417 | 10
27 | 0
444 | 10"
14201,"Who succeeded Virgil Chapman in March 1951, and who succeeded them in 1952? ","in march 1951, virgil chapman was succeeded by william a. purtell (r). in 1952, william a. purtell was succeeded by prescott bush (r), john s. cooper (r), charles e. potter (r), and dwight griswold (r).","virgil chapman (d) was until march 8, 1951 and thomas r. underwood (d) is from march 19, 1951 until november 4, 1952 where john sherman cooper (r) is from november 5, 1952.","select successor, date_of_successors_formal_installation from T where vacator = ""virgil chapman (d)"" and date_of_successors_formal_installation like ""1951-03%"" or date_of_successors_formal_installation like ""1952%"";",10,60,"successor | date_of_successors_formal_installation
william a. purtell (r) | 1952-8-29
prescott bush (r) | 1952-11-5
john s. cooper (r) | 1952-11-5
charles e. potter (r) | 1952-11-5
dwight griswold (r) | 1952-11-5"
2220,Who won the 1992 Wellington Central by-election and by how many majority votes?,chris laidlaw won the 1992 wellington central by-election with a majority of 855 votes.,the 1992 wellington central by-election was won by chris laidlaw with a majority of 855.,"select candidate, votes, ± from T;",42,98,"candidate | votes | ±
chris laidlaw | 6075 | 2.55
pauline gardiner | 5220 | 6.9
denis welch | 3407 | 4.361
david stevenson | 389 | nan
ian douglas | 263 | nan
wayne chapman | 154 | nan
tim shadbolt | 64 | nan
anthony catford | 40 | nan
john carter | 17 | nan
felicty coggan | 14 | nan
victor bryers | 1 | nan
majority | 855 | 4.34
turnout | 15644 | 25.372
labour hold | swing | nan"
12103,"What Grammy nominations and awards did ""Slither"" and ""Contraband"" get in 2005?","in 2005, ""slither"" and ""contraband"" received nominations for the grammy award for best hard rock performance and the grammy award for best rock song.","dave kushner's slither won the 2005 grammy award for best hard rock performance for ""slither"" and he was nominated for rock album of the year in 2005 for ""contraband"".","select award, result from T ",16,40,"award | result
kerrang! award for best international newcomer | won
billboard music award for rock artist of 2023 | nominated
grammy award for best hard rock performance | won
grammy award for best rock song | nominated
grammy award for best rock album | nominated
radio music award for song of 2023/rock radio | nominated
primetime emmy award for outstanding main title theme music | nominated
ascap award | won"
7871,How much money did Vale pay Stoke City for Jackie Mudie and Ron Wilson?,"vale paid stoke city £12,000 for both jackie mudie and ron wilson.","in november 1963, vale paid stoke city £12,000 for both jackie mudie (scotland) and ron wilson (scotland).","select fee from T where name = ""jackie mudie"" or name = ""ron wilson"";",2,48,"fee
£12000
£12000"
12966,What were the achievements of Alex Yunevich during hit football career? ,the achievements of alex yunevich during his football career are not provided in the given information.,"alex yunevich served at central state from 1934 to 1936 and at alfred university from 1937 to 1976, compiling a career college football record of 186–98–13.","select year, team, overall, conference, standing, bowl_playoffs from T where row_number = 0;",6,63,"year | team | overall | conference | standing | bowl_playoffs
central state bearcats (independent) (1934–1936) | central state bearcats (independent) (1934–1936) | central state bearcats (independent) (1934–1936) | central state bearcats (independent) (1934–1936) | central state bearcats (independent) (1934–1936) | central state bearcats (independent) (1934–1936)"
2123,How did Ezenwo Wike win the election?,"ezenwo wike won the 2015 rivers state gubernatorial election as the candidate of the ""none"" party, receiving a total of 1,083 votes.",ezenwo wike won the election with 97.65 percent of the vote against four other opponents.,"select party, candidate, votes from T where candidate = ""ezenwo wike"";",3,36,"party | candidate | votes
none | ezenwo wike | 1083"
12952,"When Gerry Fitt (Independent) lost his Members of Parliament seat, and who won it?",gerry fitt lost his members of parliament seat when paul maskey from sinn féin won it.,"gerry fitt an independent, lost his members of parliament seat in 1983 and was won by gerry adams of sinn féin.","select election, member, party from T ",81,135,"election | member | party
nan | james horner haslett | conservative
nan | thomas sexton | irish parliamentary
nan | thomas sexton | irish national federation
nan | h. o. arnold-forster | liberal unionist
nan | joseph devlin | irish parliamentary
1918.0 | constituency abolished | constituency abolished
1922.0 | constituency recreated | constituency recreated
nan | robert lynn | ulster unionist
nan | w. e. d. allen | ulster unionist
nan | w. e. d. allen | new party
nan | alexander browne | ulster unionist
nan | jack beattie | labour (ni)
nan | jack beattie | independent labour
nan | jack beattie | federation of labour
nan | jack beattie | irish labour
nan | james macmanaway | ulster unionist
nan | thomas teevan | ulster unionist
nan | jack beattie | irish labour
nan | patricia mclaughlin | ulster unionist
nan | james kilfedder | ulster unionist
nan | gerry fitt | republican labour
nan | gerry fitt | social democratic and labour
nan | gerry fitt | independent
nan | gerry adams | sinn féin
nan | joe hendron | social democratic and labour
nan | gerry adams | sinn féin
nan | paul maskey | sinn féin"
21473,"In the 1947 Tour De France, how many stages did the course consist of and what was the total course distance?","the 1947 tour de france consisted of 21 stages and the total course distance was 9,272 km.","the 1947 tour de france total race distance was 21 stages over 4,642 km (2,884 mi).","select count(stage) as num_stages, sum(distance) as total_distance from T;",2,216,"num_stages | total_distance
21.0 | 9272.0"
9810,What was the Hunter Mariners record at their home field?,the hunter mariners had a record of 7 wins and 1 loss at their home field.,the hunter mariners won seven from nine matches at their home field.,"select round, home, score, away from T where home = ""hunter mariners"";",36,144,"round | home | score | away
1 | hunter mariners | 16–20 | canterbury-bankstown bulldogs
4 | hunter mariners | 38–10 | north queensland cowboys
7 | hunter mariners | 18–10 | auckland warriors
8 | hunter mariners | 36–16 | perth reds
11 | hunter mariners | 30–6 | penrith panthers
12 | hunter mariners | 24–6 | brisbane broncos
13 | hunter mariners | 16–12 | canberra raiders
14 | hunter mariners | 10–2 | adelaide rams
18 | hunter mariners | 16–28 | cronulla-sutherland sharks"
9860,What roles did Nathan Pelle play in 2012?,"in 2012, nathan pelle played the roles of bryce in csi: miami, calvin in 90210, and rikki smooth in pair of kings.","nathan pelle acted on the tv as rikki smooth in the pair of kings, bryce as csi: miami, and as calvin in the 2012 90210.","select title, role from T where year = 2012;",6,50,"title | role
csi: miami | bryce
90210 | calvin
pair of kings | rikki smooth"
10690,What is the total number of houses and male and female populations of Bhooi?,"bhooi has a total of 242 houses and a population of 1,178, with 613 males and 565 females.","bhooi has a total number of 242 houses and population of 1,178 of which include 613 males and 565 females.",select * from T,45,45,"row_number | particulars | total | male | female
0 | total no. of houses | 242 | none | none
1 | population | 1178 | 613 | 565
2 | child (0-6) | 138 | 63 | 75
3 | schedule caste | 641 | 333 | 308
4 | schedule tribe | 0 | 0 | 0
5 | literacy | 77.98 % | 84.91 % | 70.2 %
6 | total workers | 466 | 340 | 126
7 | main worker | 297 | 0 | 0
8 | marginal worker | 169 | 80 | 89"
