id,question,response,answer,sql,r_num_cell,t_num_cell,linear_table
12347,How well did Todd Hlushko perform in his two seasons with the Canadian National Team?,the information provided does not give any specific data about todd hlushko's performance with the canadian national team.,"todd hlushko played with the canadian national team for two seasons, scoring 44 goals in 113 games combined.","select regular_season, regular_season1, regular_season2, regular_season3, regular_season4, playoffs, playoffs1, playoffs2, playoffs3, playoffs4 from T;",310,496,"regular_season | regular_season1 | regular_season2 | regular_season3 | regular_season4 | playoffs | playoffs1 | playoffs2 | playoffs3 | playoffs4
None | gp | g | a | pts | pim | None | gp | g | a
None | 66 | 28 | 18 | 46 | 71 | None | 7 | 5 | 3
None | 25 | 9 | 17 | 26 | 31 | None | — | — | —
None | 40 | 27 | 17 | 44 | 39 | None | 6 | 2 | 4
None | 66 | 9 | 14 | 23 | 55 | None | — | — | —
None | 74 | 16 | 35 | 51 | 113 | None | — | — | —
None | 58 | 22 | 26 | 48 | 10 | None | — | — | —
None | 55 | 22 | 6 | 28 | 61 | None | — | — | —
None | 9 | 6 | 0 | 6 | 4 | None | 6 | 2 | 1
None | 2 | 1 | 0 | 1 | 0 | None | — | — | —
None | 2 | 0 | 1 | 1 | 2 | None | 1 | 0 | 0
None | 46 | 22 | 10 | 32 | 36 | None | 4 | 2 | 2
None | 4 | 0 | 0 | 0 | 6 | None | — | — | —
None | 35 | 14 | 13 | 27 | 70 | None | 16 | 8 | 1
None | 58 | 7 | 11 | 18 | 49 | None | — | — | —
None | 13 | 0 | 1 | 1 | 27 | None | — | — | —
None | 33 | 10 | 14 | 24 | 48 | None | 21 | 13 | 4
None | 82 | 24 | 26 | 50 | 78 | None | — | — | —
None | — | — | — | — | — | None | 2 | 0 | 0
None | 55 | 13 | 28 | 41 | 78 | None | 10 | 5 | 2
None | 54 | 18 | 19 | 37 | 126 | None | 10 | 1 | 1
None | 49 | 10 | 27 | 37 | 40 | None | 12 | 1 | 2
None | 52 | 15 | 13 | 28 | 26 | None | 7 | 2 | 1
None | 48 | 9 | 12 | 21 | 28 | None | 6 | 0 | 0
None | 41 | 3 | 9 | 12 | 83 | None | — | — | —
None | 4 | 2 | 7 | 9 | 0 | None | — | — | —
None | 16 | 8 | 20 | 28 | 33 | None | — | — | —
None | 24 | 8 | 22 | 30 | 10 | None | 3 | 0 | 3
None | 263 | 77 | 86 | 163 | 326 | None | 47 | 25 | 8
None | 79 | 8 | 13 | 21 | 84 | None | 3 | 0 | 0
None | 299 | 68 | 108 | 176 | 381 | None | 45 | 9 | 6"
21014,What season did Coreau fail to earn a win in five appearances of the American Hockey League (AHL) with the Grand Rapids Griffins and won just once with the Toledo Walleye of the ECHL ?,coreau failed to earn a win in the 2013-14 season in five appearances with the grand rapids griffins in the american hockey league (ahl) and won just once with the toledo walleye of the echl.,"during the 2013–14 season, coreau had failed to earn a win in five appearances of the american hockey league (ahl) with the grand rapids griffins and won just once with the toledo walleye of the echl.",select * from T,414,414,"row_number | _ | _1 | _2 | regular_season | regular_season1 | regular_season2 | regular_season3 | regular_season4 | regular_season5 | regular_season6 | regular_season7 | regular_season8 | playoffs | playoffs1 | playoffs2 | playoffs3 | playoffs4 | playoffs5 | playoffs6 | playoffs7 | _3 | _4
0 | season | team | league | None | gp | w | l | ot | min | ga | so | gaa | sv% | None | gp | w | l | min | ga | so | gaa | sv%
1 | 2008–9 | peterborough stars | ojhl | None | 12 | 8 | 1 | 1 | 637 | 23 | 0 | 2.16 | 0.93 | None | 2 | — | — | — | — | — | 0e-55 | 1
2 | 2009–10 | lincoln stars | ushl | None | 38 | 7 | 22 | 4 | 1988 | 120 | 1 | 3.62 | 0.882 | None | — | — | — | — | — | — | — | —
3 | 2010–11 | northern michigan | ccha | None | 15 | 5 | 5 | 2 | 662 | 41 | 0 | 3.71 | 0.909 | None | — | — | — | — | — | — | — | —
4 | 2011–12 | northern michigan | ccha | None | 23 | 12 | 7 | 2 | 1244 | 46 | 1 | 2.22 | 0.928 | None | — | — | — | — | — | — | — | —
5 | 2012–13 | northern michigan | ccha | None | 38 | 15 | 19 | 4 | 2181 | 98 | 1 | 2.7 | 0.919 | None | — | — | — | — | — | — | — | —
6 | 2013–14 | grand rapids griffins | ahl | None | 5 | 0 | 4 | 0 | 205 | 15 | 0 | 4.39 | 0.873 | None | — | — | — | — | — | — | — | —
7 | 2013–14 | toledo walleye | echl | None | 20 | 1 | 12 | 6 | 1146 | 77 | 0 | 4.03 | 0.879 | None | — | — | — | — | — | — | — | —
8 | 2014–15 | toledo walleye | echl | None | 8 | 5 | 2 | 0 | 439 | 22 | 0 | 3.01 | 0.897 | None | — | — | — | — | — | — | — | —
9 | 2014–15 | grand rapids griffins | ahl | None | 25 | 16 | 8 | 1 | 1475 | 54 | 3 | 2.2 | 0.927 | None | 1 | 0 | 1 | 58 | 3 | 0 | 3.1 | 0.875
10 | 2015–16 | grand rapids griffins | ahl | None | 47 | 29 | 15 | 2 | 2742 | 111 | 6 | 2.43 | 0.923 | None | 3 | 2 | 1 | 159 | 5 | 0 | 1.89 | 0.949
11 | 2016–17 | grand rapids griffins | ahl | None | 33 | 19 | 11 | 3 | 1979 | 77 | 2 | 2.33 | 0.917 | None | 19 | 15 | 4 | 1141 | 54 | 0 | 2.89 | 0.909
12 | 2016–17 | detroit red wings | nhl | None | 14 | 5 | 4 | 3 | 712 | 41 | 2 | 3.46 | 0.887 | None | — | — | — | — | — | — | — | —
13 | 2017–18 | grand rapids griffins | ahl | None | 38 | 21 | 10 | 5 | 2214 | 93 | 2 | 2.52 | 0.913 | None | 3 | 1 | 2 | 156 | 5 | 1 | 1.92 | 0.924
14 | 2017–18 | detroit red wings | nhl | None | 7 | 0 | 5 | 1 | 381 | 27 | 0 | 4.26 | 0.867 | None | — | — | — | — | — | — | — | —
15 | 2018–19 | san diego gulls | ahl | None | 13 | 3 | 6 | 3 | 672 | 40 | 0 | 3.57 | 0.895 | None | — | — | — | — | — | — | — | —
16 | 2018–19 | san antonio rampage | ahl | None | 32 | 12 | 13 | 6 | 1731 | 91 | 2 | 3.15 | 0.886 | None | — | — | — | — | — | — | — | —
17 | nhl totals | nhl totals | nhl totals | None | 21 | 5 | 9 | 4 | 1093 | 68 | 2 | 3.74 | 0.88 | None | — | — | — | — | — | — | — | —"
1778,Did Darryl Edestrand play much in the NHL?,"based on the given table, it is not possible to determine if darryl edestrand played much in the nhl.","darryl edestrand played 455 games in the nhl for the st. louis blues, philadelphia flyers, pittsburgh penguins, boston bruins, and los angeles kings.","select regular_season, regular_season1, regular_season2, regular_season3, regular_season4, playoffs, playoffs1, playoffs2, playoffs3, playoffs4 from T;",260,416,"regular_season | regular_season1 | regular_season2 | regular_season3 | regular_season4 | playoffs | playoffs1 | playoffs2 | playoffs3 | playoffs4
None | gp | g | a | pts | pim | None | gp | g | a
None | — | 15 | 30 | 45 | 144 | None | — | — | —
None | 5 | 0 | 0 | 0 | 0 | None | — | — | —
None | 45 | 4 | 20 | 24 | 132 | None | — | — | —
None | 17 | 1 | 2 | 3 | 10 | None | — | — | —
None | 7 | 0 | 1 | 1 | 4 | None | — | — | —
None | 12 | 0 | 0 | 0 | 2 | None | — | — | —
None | 53 | 2 | 32 | 34 | 84 | None | 7 | 0 | 3
None | 74 | 7 | 23 | 30 | 108 | None | 15 | 1 | 5
None | 2 | 0 | 0 | 0 | 6 | None | — | — | —
None | 71 | 10 | 30 | 40 | 106 | None | 6 | 0 | 1
None | 72 | 6 | 30 | 36 | 109 | None | 4 | 0 | 0
None | 77 | 10 | 23 | 33 | 52 | None | 4 | 0 | 2
None | 78 | 15 | 24 | 39 | 88 | None | — | — | —
None | 3 | 0 | 0 | 0 | 0 | None | — | — | —
None | 52 | 3 | 8 | 11 | 20 | None | 16 | 1 | 2
None | 68 | 1 | 9 | 10 | 56 | None | 3 | 0 | 1
None | 77 | 4 | 17 | 21 | 103 | None | 12 | 1 | 3
None | 42 | 4 | 13 | 17 | 62 | None | 12 | 1 | 3
None | 17 | 0 | 3 | 3 | 16 | None | 3 | 0 | 0
None | 64 | 6 | 27 | 33 | 28 | None | — | — | —
None | 1 | 0 | 0 | 0 | 0 | None | — | — | —
None | 13 | 0 | 2 | 2 | 15 | None | 2 | 1 | 1
None | 55 | 1 | 4 | 5 | 46 | None | 2 | 0 | 0
None | 57 | 3 | 17 | 20 | 34 | None | — | — | —
None | 455 | 34 | 90 | 124 | 404 | None | 24 | 3 | 9"
8303,What are the scientific names of the reptiles from Alabama and New Mexico and do the state names appear in the common names as well?,"the scientific name of the reptile from alabama is pseudemys alabamensis, and the scientific name of the reptile from new mexico is cnemidophorus neomexicanus. the state names do not appear in the common names of the reptiles.",alabama and new mexico appeared in both common names (alabama red-bellied turtle and new mexico whiptail lizard) and scientific names (pseudemys alabamensis and cnemidophorus neomexicanus).,"select scientific_name, state_reptile from T where state = ""alabama"" or state = ""new mexico"";",4,224,"scientific_name | state_reptile
pseudemys alabamensis | alabama red-bellied turtle
cnemidophorus neomexicanus | new mexico whiptail lizard"
20800,When was Parkash Singh Badal the Chief Minister of Punjab state?,parkash singh badal was the chief minister of punjab state from 2007-03-01 to 2017-03-16.,"parkash singh badal is an indian politician who was chief minister of punjab state from 1970 to 1971, from 1977 to 1980, from 1997 to 2002, and from 2007 to 2017.","select term_of_office, term_of_office1, term_of_office2 from T;",69,253,"term_of_office | term_of_office1 | term_of_office2
1966-11-1 | 1967-3-8 | p127d
1967-3-8 | 1967-11-25 | p262d
1967-11-25 | 1968-8-23 | p272d
1968-8-23 | 1969-2-17 | p178d
1969-2-17 | 1970-3-27 | p1y, p38d
1970-3-27 | 1971-6-14 | p1y, p79d
1971-6-14 | 1972-3-17 | p277d
1972-3-17 | 1977-4-30 | p5y, p44d
1977-4-30 | 1977-6-20 | p51d
1977-6-20 | 1980-2-17 | p2y, p242d
1980-2-17 | 1980-6-6 | p110d
1980-6-6 | 1983-10-6 | p3y, p122d
1983-10-6 | 1985-9-29 | p1y, p358d
1985-9-29 | 1987-6-11 | p1y, p255d
1987-6-11 | 1992-2-25 | p4y, p259d
1992-2-25 | 1995-8-31 | p3y, p187d
1996-11-21 | p1y, p82d | b.k.n. chhibber
1996-11-21 | 1997-2-11 | b.k.n. chhibber
1997-2-12 | 2002-2-26 | b.k.n. chhibber
2002-2-26 | 2007-3-1 | p5y, p3d
2007-3-1 | 2012-3-14 | p10y, p15d
2012-3-14 | 2017-3-16 | p10y, p15d
2017-3-16 | incumbent | p2y, p45d"
1714,Were any Greek records tied?,"no, there were no greek records tied.","in 2016, nicholas scarvelis tied mihail stamatoyiannis' 2010 record of 20.36 m in the shot put event.",select * from T where record = record;,184,184,"row_number | event | record | athlete | date | meet | place | ref
0 | 50 m | 5.71 | georgios theodoridis | 1998-1-17 | none | ? | None
1 | 50 m | 5.71 | georgios theodoridis | 2001-2-25 | meeting pas de calais | france liévin, france | None
2 | 60 m | 6.5 | haralabos papadias | 1997-3-7 | world championships | france paris, france | None
3 | 200 m | 20.62 | alexis alexopoulos | 1996-2-11 | none | greece piraeus, greece | None
4 | 400 m | 46.36 | konstantinos kenteris | 1999-2-13 | none | greece piraeus, greece | None
5 | 800 m | 1:48.64 | konstadínos nakópoulos | 2014-1-28 | vienna indoor classic | austria vienna, austria | None
6 | 1500 m | 3:39.63 | panagiotis papoulias | 1998-2-1 | none | greece piraeus, greece | None
7 | 3000 m | 7:43.66 | panagiotis papoulias | 1998-2-21 | none | greece piraeus, greece | None
8 | 60 m hurdles | 7.6 | konstadinos douvalidis | 2014-2-25 | prague indoor | czech republic prague, czech republic | None
9 | high jump | 2.35 m | lambros papakostas | 1995-3-12 | world championships | spain barcelona, spain | None
10 | pole vault | 5.85 m | konstantinos filippidis | 2017-3-3 | european championships | serbia belgrade, serbia | None
11 | pole vault | 5.85 m | konstantinos filippidis | 2018-2-8 | meeting ville de madrid | spain madrid, spain | None
12 | long jump | 8.23 m | louis tsatoumas | 2014-2-8 | 28th greek championships | greece piraeus, greece | None
13 | long jump | 8.23 m | miltiadis tentoglou | 2019-2-8 | villa de madrid indoor meeting | spain madrid, spain | None
14 | long jump | 8.38 m | miltiadis tentoglou | 2019-3-3 | european championships | united kingdom glasgow, united kingdom | None
15 | triple jump | 17.12 m | dimitrios tsiamis | 2006-2-18 | none | greece athens, greece | None
16 | shot put | 20.36 m | mihail stamatoyiannis | 2010-2-17 | none | greece paiania, greece | None
17 | shot put | 20.36 m a | nicholas scarvelis | 2016-1-16 | none | united states flagstaff, united states | None
18 | weight throw | 23.73 m | spirídon zoullién | 2006-3-11 | ncaa men's division i championships | united states fayetteville, united states | None
19 | heptathlon | 6032 pts | prodromos korkizoglou | (2000-2-112000-2-12,p1d) | none | greece piraeus, greece | None
20 | heptathlon | 6.91 (60 m), 7.15 m (long jump), 15.34 m (shot put), 1.99 m (high jump) / 8 (60 m hurdles), 5 m (pole vault), 2:49.61 (1000 m) | 6.91 (60 m), 7.15 m (long jump), 15.34 m (shot put), 1.99 m (high jump) / 8 (60 m hurdles), 5 m (pole vault), 2:49.61 (1000 m) | 6.91 (60 m), 7.15 m (long jump), 15.34 m (shot put), 1.99 m (high jump) / 8 (60 m hurdles), 5 m (pole vault), 2:49.61 (1000 m) | 6.91 (60 m), 7.15 m (long jump), 15.34 m (shot put), 1.99 m (high jump) / 8 (60 m hurdles), 5 m (pole vault), 2:49.61 (1000 m) | 6.91 (60 m), 7.15 m (long jump), 15.34 m (shot put), 1.99 m (high jump) / 8 (60 m hurdles), 5 m (pole vault), 2:49.61 (1000 m) | None
21 | 5000 m walk | t19:8.74 | aléxandros papamihaíl | 2016-2-13 | greek championships | greece piraeus, greece | None
22 | 4x400 m relay | 3:10.16 | greece georgios ikonomidis dimitrios giepos georgios doupis stilianos dimotsios | 2001-3-10 | world championships | portugal lisbon, portugal | None"
795,Who is the starring actor of Aastik?,the starring actor of aastik is shahu modak.,"aastik is a 1956 hindi film starring shahu modak, paro devi and meenakshi.",select * from T,174,174,"row_number | title | director | cast | genre | notes
0 | 26 january | ramesh saigal | ajit, nalini jaywant, nishi, johnny walker, b. m. vyas, leela mishra, sapru, randhir, cuckoo, gajanan jagirdar, chaman puri, jagdish sethi | fantasy costume drama | music: c. ramchandra lyrics: rajendra krishan
1 | aabroo | chaturbhuj doshi | kamini kaushal, kishore kumar, smriti biswas, amir bano, madan puri, achala sachdev, roopmala, tun tun, joginder singh lal | romance | music: bulo c. rani lyrics: d. n. madhok, gopal singh nepali, raja mehdi ali khan
2 | aan baan | d. d. kashyap | ajit, nalini jaywant, usha kiran, pran, mahipal, manmohan krishna, ulhas, niranjan sharma | drama action | music: husnlal bhagatram lyrics: qamar jalalabadi
3 | aankh ka nasha | ved madan | anita guha, m. rajan, shammi, helen, w. m. khan, amar, chaman puri, raj mehra | costume action | music: dhani ram lyrics: harsh
4 | aastik | s. p. kalla | shahu modak, paro devi, meenakshi, b. m. vyas, praveen paul | devotional | music: narayan dutt lyrics: s. p. kalla
5 | alam ara | nanubhai vakil | daljeet, chitra, tiwari, niranjan sharma, minu mumtaz, w. m. khan, heera sawant, maruti, rajan haksar | costume action | music: a. r. qureshi lyrics: shewan rizvi
6 | amarsingh rathaur | jaswant zaveri | p. jairaj, nirupa roy, veena, murad, sapru, minu mumtaz, ratnamala, yashodhara katju, sunder, helen | historical | music: sanmukh babu lyrics: bharat vyas
7 | anjaan | m. sadiq | vyjayantimala, pradeep kumar, premnath, jeevan, mubarak, johnny walker, shammi, amar, helen, raj mehra, ram avtar | romance drama | music: hemant kumar lyrics: rajendra krishan
8 | anuraag | madhusadan | mukesh, usha kiran, pratima devi, tun tun, shivraj, mridula | social | music: mukesh lyrics: indeevar, kaif irfani
9 | arab ka saudagar | s. d. narang | pradeep kumar, smriti biswas, shashikala, sunder, kathana, s. d. narang | costume action | music: hemant kumar lyrics: s.h. bihari, ravi
10 | awara shahzadi | pyarelal | meena shorey, daljeet, sheila ramani, johnny walker, malika, maqbul, heera sawant, habib | action costume | music: nashad, jimmy lyrics: sartaj rahmani, khawar zaman
11 | awaz | zia sarhadi | nalini jaywant, usha kiran, rajendra kumar, murad, mukri, zul vellani, leela chitnis, nazir hussain, jayant, sapru | social | music: salil chowdhury lyrics: shailendra, zia sarhadi, vishwamitra adil, prem dhawan
12 | ayodhyapati | s. fattelal | usha kiran, abhi bhattacharya, anant kumar, achala sachdev, sapru, kanchanmala, ratnamala, manorama | mythology | music: ravi lyrics: saraswati kumar deepak
13 | badal aur bijli | maurice | manhar desai, ameeta, yashodhara katju, kumar, manorama, anwar hussain, rajan haksar, heera sawant, habib | action | music: bipin babul lyrics: anjum jaipuri
14 | badshah salamat | prem sinha | chandrashekhar, shyama, smriti biswas, bhagwan, amarnath, minu mumtaz, b. m. vyas, tiwari, heera sawant, anwar hussain | costume action | music: bulo c. rani lyrics: pyarelal santoshi, raja mehdi ali khan, shafiq kanpuri, vinay kumar, k. razdan
15 | baghdad ka jadu a.k.a. magic of baghdad | john cawas | john cawas, nadia, krishna kumari, vijaya chaudhary, nazir kashmiri, ratan kumar | action fantasy | music: shafi m. nagri lyrics: preetam dehlvi
16 | bajrang bali | manibhai vyas | mahipal, nirupa roy, chandrashekhar, tiwari, minu mumtaz, moni chatterjee, kammo, kamal kapoor | religious | music: s. n. tripathi lyrics: b. d. mishra
17 | bal ramayan | vijay bhatt | shahu modak, shobhana samarth, prem adib | children religious | none
18 | bandhan | hemchander chander | meena kumari, pradeep kumar, motilal, shashikala, david, achala sachdev, leela mishra, minu mumtaz, nana palsikar, kammo | drama | music: hemant kumar lyrics: rajendra krishan
19 | basant bahar | raja nawathe | bharat bhushan, nimmi, kumkum, om prakash, manmohan krishna, chand burque, leela chitnis | romance musical | music: shankar jaikishan lyrics: shailendra and hasrat jaipuri
20 | basant panchami | jayant desai | nirupa roy, anant kumar, kumkum, jeevan, radhakishan, s. n. tripathi, niranjan sharma, naazi | devotional | music: chitragupta lyrics: kavi pradeep
21 | bhagam bhag | bhagwan | bhagwan, kishore kumar, smriti biswas, kumkum, shashikala, badri prasad, tiwari, kanchanmala, parshuram | comedy | music: o. p. nayyar lyrics: majrooh sultanpuri
22 | bhai-bhai | m. v. raman | ashok kumar, shyama, kishore kumar, nimmi, david, om prakash, daisy irani, shivraj | family drama | music: madan mohan lyrics: rajendra krishan
23 | c.i.d. | raj khosla | dev anand, shakila, johnny walker, introducing: waheeda rehman, k. n. singh, minu mumtaz, mehmood, jagdish raj, tun tun, sheela vaz | crime suspense romance | music: o. p. nayyar lyrics: majrooh sultanpuri
24 | caravan | rafiq rizvi | mahipal, shakila, yashodra katju, hiralal | action | music: mohinder singh sarna lyrics: tanvir naqvi
25 | char dost | nitin bose | vishwanath, kamar, bhola, kammo | children | produced by children's film society. music: b. balsara lyrics: uday khanna
26 | char minar | ravindra dave | nasir khan, bhagwan, jabeen, anjali devi, rashid khan, helen, naazi | costume drama | music: sardul kwatra lyrics: vishwamitra adil
27 | chhoo mantar | m. sadiq | johnny walker, karan dewan, shyama, anita guha, gajanan jagirdar, amar, raj mehra, nazir kashmiri | comedy | music: o. p. nayyar lyrics: jan nisar akhtar
28 | chori chori | anant thakur | raj kapoor, nargis, pran, johnny walker, gope, bhagwan, rajasulochana | romantic comedy | music: shankar jaikishan won the filmfare award for best music director. lyrics: shailendra and hasrat jaipuri"
12106,Who did Juninho play for in the FA Cup and League Cup in 1997?,juninho played for middlesbrough in the fa cup and league cup in 1997.,juninho played for middlesbrough in the fa cup and league cup in 1997.,select * from T,462,462,"row_number | club_performance | club_performance1 | club_performance2 | league | league1 | cup | cup1 | league_cup | league_cup1 | continental | continental1 | total | total1
0 | season | club | league | apps | goals | apps | goals | apps | goals | apps | goals | apps | goals
1 | brazil | brazil | brazil | league | league | copa do brasil | copa do brasil | league cup | league cup | south america | south america | total | total
2 | 1993 | são paulo | série a | 16 | 1 | none | none | none | none | none | none | none | none
3 | 1994 | são paulo | série a | 19 | 2 | none | none | none | none | none | none | none | none
4 | 1995 | são paulo | série a | 9 | 0 | none | none | none | none | none | none | none | none
5 | england | england | england | league | league | fa cup | fa cup | league cup | league cup | europe | europe | total | total
6 | 1995–96 | middlesbrough | premier league | 21 | 2 | 0 | 0 | 0 | 0 | none | none | 21 | 2
7 | 1996–97 | middlesbrough | premier league | 36 | 10 | 6 | 2 | 6 | 1 | none | none | 48 | 13
8 | spain | spain | spain | league | league | copa del rey | copa del rey | copa de la liga | copa de la liga | europe | europe | total | total
9 | 1997–98 | atlético madrid | la liga | 23 | 6 | 2 | 1 | none | none | 6 | 2 | 31 | 9
10 | 1998–99 | atlético madrid | la liga | 32 | 8 | 6 | 1 | none | none | 9 | 4 | 44 | 13
11 | england | england | england | league | league | fa cup | fa cup | league cup | league cup | europe | europe | total | total
12 | 1999–2000 | middlesbrough | premier league | 28 | 4 | 1 | 0 | 6 | 1 | none | none | 35 | 5
13 | brazil | brazil | brazil | league | league | copa do brasil | copa do brasil | league cup | league cup | south america | south america | total | total
14 | 2000 | vasco da gama | série a | 22 | 4 | none | none | none | none | none | none | none | none
15 | 2001 | vasco da gama | série a | 15 | 4 | none | none | none | none | none | none | none | none
16 | 2002 | flamengo | série a | 0 | 0 | none | none | none | none | none | none | none | none
17 | england | england | england | league | league | fa cup | fa cup | league cup | league cup | europe | europe | total | total
18 | 2002–3 | middlesbrough | premier league | 10 | 3 | 0 | 0 | 0 | 0 | none | none | 10 | 3
19 | 2003–4 | middlesbrough | premier league | 31 | 8 | 1 | 0 | 6 | 1 | none | none | 38 | 9
20 | scotland | scotland | scotland | league | league | scottish cup | scottish cup | league cup | league cup | europe | europe | total | total
21 | 2004–5 | celtic | premier league | 14 | 1 | 2 | 0 | 2 | 0 | 4 | 0 | 22 | 1
22 | brazil | brazil | brazil | league | league | copa do brasil | copa do brasil | league cup | league cup | south america | south america | total | total
23 | 2005 | palmeiras | série a | 37 | 14 | none | none | none | none | none | none | none | none
24 | 2006 | palmeiras | série a | 26 | 6 | none | none | none | none | none | none | none | none
25 | australia | australia | australia | league | league | cup | cup | league cup | league cup | asia | asia | total | total
26 | 2007–8 | sydney | a-league | 14 | 0 | none | none | none | none | none | none | none | none
27 | country | brazil | brazil | 144 | 31 | none | none | none | none | none | none | none | none
28 | country | england | england | 126 | 27 | none | none | none | none | none | none | none | none
29 | country | spain | spain | 55 | 14 | none | none | none | none | none | none | none | none
30 | country | scotland | scotland | 14 | 1 | none | none | none | none | none | none | none | none
31 | country | australia | australia | 14 | 0 | none | none | none | none | none | none | none | none
32 | total | total | total | 353 | 73 | none | none | none | none | none | none | none | none"
813,Which 1958 films did Akkoo direct?,"akkoo directed the films ""al hilal"" and ""bhola shikaar"" in 1958.",bollywood's akkoo directed both al hilal and bhola shikaar in 1958.,"select title, director from T;",48,144,"title | director
12 o'clock | pramod chakravorty
aakhri dao | mahesh kaul
adalat | kalidas
aji bas shukriya | mohammed husain
alladin ka chirag | t. r. raghunath
al hilal | akkoo
amar deep | t. prakash rao
baghi sipahi | bhagwandas verma
balyogi upmanyu | harsukh bhatt
bhala aadmi | bhagwan
bhola shikaar | akkoo
chaalbaaz | nanabhai bhatt
chalti ka naam gaadi | satyen bose
chandan | m. v. raman
chandu | majnu
chaubees ghante | dwarka khosla
circus sundari | chandrakant, c. m. trivedi
daughter of sindbad | ratilal
detective | shakti samanta
devar bhabhi | kedar kapoor
dilli ka thug | s. d. narang
do mastane | harish tara
do phool | a.r. kardar
dulhan | v. m. vyas"
14563,"How long did Eddie Olczyk's NHL career last, and what was his final overall record like?",the given table does not provide information about the length of eddie olczyk's nhl career or his overall record.,"eddie olczyk played 1,031 nhl games and produced 342 goals and 452 assists for a total of 794 points between 1984 and 2000.","select regular_season, regular_season1, regular_season2, regular_season3, regular_season4, playoffs, playoffs1, playoffs2, playoffs3, playoffs4 from T;",250,400,"regular_season | regular_season1 | regular_season2 | regular_season3 | regular_season4 | playoffs | playoffs1 | playoffs2 | playoffs3 | playoffs4
None | gp | g | a | pts | pim | None | gp | g | a
None | 42 | 50 | 92 | 142 | 54 | None | — | — | —
None | 62 | 21 | 47 | 68 | 36 | None | — | — | —
None | 70 | 20 | 30 | 50 | 67 | None | 15 | 6 | 5
None | 79 | 29 | 50 | 79 | 47 | None | 3 | 0 | 0
None | 79 | 16 | 35 | 51 | 119 | None | 4 | 1 | 1
None | 80 | 42 | 33 | 75 | 55 | None | 6 | 5 | 4
None | 80 | 38 | 52 | 90 | 75 | None | — | — | —
None | 79 | 32 | 56 | 88 | 78 | None | 5 | 1 | 2
None | 18 | 4 | 10 | 14 | 13 | None | — | — | —
None | 61 | 26 | 31 | 57 | 69 | None | — | — | —
None | 64 | 32 | 33 | 65 | 67 | None | 6 | 2 | 1
None | 25 | 8 | 12 | 20 | 26 | None | — | — | —
None | 46 | 13 | 16 | 29 | 26 | None | — | — | —
None | 37 | 3 | 5 | 8 | 28 | None | 1 | 0 | 0
None | 20 | 2 | 1 | 3 | 4 | None | — | — | —
None | 13 | 2 | 8 | 10 | 8 | None | — | — | —
None | 51 | 27 | 22 | 49 | 65 | None | 6 | 1 | 2
None | 67 | 21 | 23 | 44 | 45 | None | — | — | —
None | 12 | 4 | 7 | 11 | 6 | None | 5 | 1 | 0
None | 56 | 11 | 11 | 22 | 35 | None | 6 | 2 | 0
None | 7 | 2 | 2 | 4 | 6 | None | — | — | —
None | 61 | 10 | 15 | 25 | 29 | None | — | — | —
None | 33 | 2 | 2 | 4 | 12 | None | — | — | —
None | 1031 | 342 | 452 | 794 | 874 | None | 57 | 19 | 15"
12608,What record did John Cook lead the Badgers with in 1997?,"in 1997, john cook led the badgers to a record of 30-3 overall and 19-1 in the conference, finishing tied for 1st place.",john cook led the badgers in the 1997 big 10 with a 19–1 conference record and with a 30–3 overall record.,"select overall, conference, standing from T where season = 1997;",3,231,"overall | conference | standing
30–3 | 19–1 | t–1st"
21283,What are José Théodore's respective GAA stats with each team he played for during the 2005-06 season?,there is no information provided in the given table and sql query about josé théodore's gaa stats with each team he played for during the 2005-06 season.,josé théodore 3.04 gaa with the avalanche combined with his 3.46 rating earned from his previous play with the canadiens.,"select _2, regular_season8 from T;",64,736,"_2 | regular_season8
league | gaa
qmjhl | 3.78
qmjhl | 3.61
qmjhl | 4.8
qmjhl | 2.97
ahl | —
qmjhl | 3.38
nhl | 6.67
ahl | 3.55
nhl | 3.87
ahl | 2.85
nhl | —
nhl | 3.29
ahl | 2.87
nhl | 2.1
ahl | 3
nhl | 2.57
nhl | 2.11
nhl | 2.9
nhl | 2.27
sel | 2.46
nhl | 3.46
nhl | 3.04
nhl | 3.26
nhl | 2.44
ahl | 3.02
nhl | 2.87
nhl | 2.81
nhl | 2.71
nhl | 2.46
nhl | 3.29
nhl totals | 2.68"
13802,What are Hayle Ibrahimov's major achievements?,"hayle ibrahimov's major achievements include setting the azerbaijani records in the 3000m race with a time of 7:34.57 on may 10, 2013, at the qatar athletic super grand prix held in doha, qatar, and setting the record in the 5000m",hayle ibrahimov is the azerbaijani record holder in the 3000 metres and in the 5000 metres.,"select event, record, date, meet, place from T where athlete = ""hayle ibrahimov"";",10,264,"event | record | date | meet | place
3000 m | 7:34.57 | 2013-5-10 | qatar athletic super grand prix | qatar doha, qatar
5000 m | t13:9.17 | 2014-8-28 | weltklasse zürich | switzerland zürich, switzerland"
