id,statement,response,label,prediction,sql,r_num_cell,t_num_cell
2-10826385-15.html.csv,the crowd at the fitzroy vs north melbourne game was smaller than the crowd at the essendon vs richmond game,"Based on the table, the crowd at the fitzroy vs north melbourne game was 7007, while the crowd at the essendon vs richmond game was 22251. Therefore, the claim is true.",1,1,"SELECT home_team, away_team, crowd FROM T WHERE (home_team = 'fitzroy' AND away_team = 'north melbourne') OR (home_team = 'essendon' AND away_team = 'richmond') ORDER BY crowd;",6,48
2-10826385-15.html.csv,the average of all the home team scores is 15.67,"Based on the provided table and the executed SQL query, the claim is true. The average of all the home team scores is indeed 15.67.",1,1,SELECT AVG(home_team_score) FROM T;,1,48
2-10826385-15.html.csv,1 / 3 of the away teams had a score greater than 10,"Based on the table, there are 6 away teams listed and 2 of them (Richmond and Geelong) have a score greater than 10. Therefore, the claim is false as only 2 out of 6 away teams had a score greater than 10.",1,0,"SELECT away_team, away_team_score FROM T WHERE away_team_score > 10;",12,48
2-10826385-15.html.csv,melbourne had the second lowest score when playing as the away team,"Based on the table, Melbourne had a score of 8.1 (58) when playing as the away team. This is not the second lowest score among the away teams, as St Kilda had a score of 9.11 (65) which is lower. Therefore, the claim is false.",0,0,select * from T,48,48
2-10826385-15.html.csv,the collingwood vs melbourne game has the third largest crowd size,"Based on the table, the collingwood vs melbourne game has a crowd size of 30883, which is larger than the crowd sizes of the footscray vs st kilda game (18655) and the fitzroy vs north melbourne game (7007). Therefore, the claim is true.",0,1,select * from T,48,48
2-10826385-15.html.csv,more attended the fitzroy vs north melbourne game than the essendon vs richmond game,"Based on the table, the fitzroy vs north melbourne game had a crowd of 7007, while the essendon vs richmond game had a crowd of 22251. Therefore, the claim is false.",0,0,"SELECT home_team, away_team, crowd FROM T WHERE (home_team = 'fitzroy' AND away_team = 'north melbourne') OR (home_team = 'essendon' AND away_team = 'richmond') ORDER BY crowd DESC;",6,48
2-10826385-15.html.csv,the average of all the home team scores is less than 12,"Based on the table, the average of all the home team scores is 15.73, which is greater than 12. Therefore, the claim is false.",0,0,select * from T,48,48
2-10826385-15.html.csv,more than half of the away teams had a score greater than 10,"Based on the table, 3 out of 6 away teams had a score greater than 10, which is not more than half. Therefore, the claim is false.",0,0,"SELECT away_team, away_team_score FROM T WHERE away_team_score > 10;",12,48
1-2150776-1.html.csv,on june 16th jeff gordon was on hendrick motorsports,"Based on the table, on June 16th, Jeff Gordon was indeed on Hendrick Motorsports. Therefore, the claim is true.",1,1,"SELECT driver, team FROM T WHERE date = 'june 16' AND team = 'hendrick motorsports';",2,341
1-2150776-1.html.csv,"on june 8th , 1997 , jeff gordon drove for 200 laps","Based on the table, on June 8th, 1997, Jeff Gordon drove for 200 laps, therefore, the claim is true.",1,1,"SELECT driver, laps FROM T WHERE date = 'june 8' AND year = 1997;",2,341
1-2150776-1.html.csv,"on jun 16 , 1996 , jeff gordon drove for hendrick motorsports","Based on the provided table, on June 16, 1996, Jeff Gordon did drive for Hendrick Motorsports. Therefore, the claim is true.",1,1,select * from T,341,341
1-2150776-1.html.csv,"in 1997 , jeff gordon finished with a time of 3:34:33","Based on the table, in 1997, Jeff Gordon finished the race with a time of 3:34:33, therefore, the claim is true.",1,1,"SELECT driver, race_time FROM T WHERE year = 1997 AND race_time = '3:34:33';",2,341
1-2150776-1.html.csv,"on june 16th , jeff gordon was the driver in a ford for hendrick motorsports","Based on the table, on June 16th, Jeff Gordon was the driver for Hendrick Motorsports, but he was driving a Chevrolet, not a Ford. Therefore, the claim is false.",0,0,select * from T,341,341
1-2150776-1.html.csv,"in 1997 , jeff gordon finished 200 laps with an average speed of 139.104 mph","Based on the table, in 1997, Jeff Gordon finished 200 laps with an average speed of 139.828 mph, not 139.104 mph. Therefore, the claim is false.",0,0,select * from T,341,341
1-2150776-1.html.csv,the team for ricky rudd is joe gibbs racing,"Based on the table, the team for Ricky Rudd is Robert Yates Racing, not Joe Gibbs Racing. Therefore, the claim is false.",0,0,SELECT team FROM T WHERE driver = 'ricky rudd';,1,341
1-2150776-1.html.csv,jeremy mayfield was the driver with 200 laps in 1997,"Based on the table, Jeremy Mayfield was not the driver with 200 laps in 1997. The driver with 200 laps in 1997 was Jeff Gordon. Therefore, the claim is false.",0,0,select * from T,341,341
2-15100419-2.html.csv,there are no defensive end picks and an overall smaller than 2,"Based on the provided table, the claim is true. There is no defensive end pick and no overall pick smaller than 2.",1,1,select * from T,70,70
1-14562722-2.html.csv,"volume 5 , of 4 episodes , took place of september 19 , 2006 , in region 1","Based on the table, volume 5, with 4 episodes, did take place on September 19, 2006, in region 1. Therefore, the claim is true.",1,1,"SELECT volume, episodes, region_1 FROM T WHERE volume = 5 AND episodes = 4 AND region_1 = '2006-9-19';",3,35
1-14562722-2.html.csv,the highest number of discs released for any of the volumes is only 1,"Based on the table, the highest number of discs released for any of the volumes is indeed 1, therefore the claim is true.",1,1,"SELECT volume, discs FROM T WHERE discs = 1;",10,35
1-14562722-2.html.csv,"the 5th volume was released in region 1 on september 19 , 2006 , there were 4 episodes","Based on the table, the 5th volume was released in region 1 on september 19, 2006, and it indeed had 4 episodes. Therefore, the claim is true.",1,1,"SELECT volume, episodes FROM T WHERE volume = 5 AND region_1 = '2006-9-19' AND episodes = 4;",2,35
1-14562722-2.html.csv,the maximum number discs is 1,"Based on the SQL query result, the maximum number of discs is indeed 1. Therefore, the claim is true.",1,1,SELECT MAX(discs) FROM T;,1,35
1-14562722-2.html.csv,"on march 15 , 2007 and in region 4 , the highest number of episodes was 4","Based on the table, on March 15, 2007, in region 4, the highest number of episodes was indeed 4. Therefore, the claim is true.",1,1,SELECT episodes FROM T WHERE region_4 = '2007-3-15';,1,35
1-14562722-2.html.csv,"there were four episodes in region 4 on march 13 , 2008","Based on the table, there is one episode in region 4 on March 13, 2008. Therefore, the claim is true.",1,1,"SELECT episodes, region_4 FROM T WHERE region_4 = '2008-3-13';",2,35
1-14562722-2.html.csv,"the volume that has 1 disc , 4 episodes , and a region 1 of may 30 , 2006 is volume 5","Based on the provided SQL query and table, the claim is false. The volume that has 1 disc, 4 episodes, and a region 1 of May 30, 2006 is volume 3, not volume 5.",0,0,SELECT volume FROM T WHERE discs = 1 AND episodes = 4 AND region_1 = '2006-5-30';,1,35
1-14562722-2.html.csv,"the volume 's 2 , 4 , and 5 have 2 discs and 3 episodes","Based on the table, the volume 2, 4, and 5 have 1 disc and 4 episodes, not 2 discs and 3 episodes. Therefore, the claim is false.",0,0,select * from T,35,35
1-14562722-2.html.csv,the region 1 episode that aired in september aired in region 2 earlier,"Based on the table, the region 1 episode that aired in September (row 4) aired in region 2 on May 26, which is earlier than the airing date in region 1. Therefore, the claim is true.",0,1,select * from T,35,35
1-14562722-2.html.csv,there is more than one disc,"Based on the table, there is only one disc, therefore the claim is false.",0,0,select * from T,35,35
1-14562722-2.html.csv,"on march 15 , 2007 and in region 2 the highest number of episodes is 3","Based on the table, on March 15, 2007, and in region 2, the number of episodes is 4, not 3. Therefore, the claim is false.",0,0,select * from T,35,35
2-18963715-1.html.csv,neil labute was nominated for best play in 2009,"Based on the table, neil labute was indeed nominated for best play in 2009, therefore, the claim is true.",1,1,"SELECT nominee, category, year FROM T WHERE nominee = 'neil labute' AND category = 'best play' AND year = 2009;",3,42
2-18963715-1.html.csv,thomas sadoski was nominated for best performance by a leading actor in a play in 2009,"Based on the table, the claim is true. Thomas Sadoski was nominated for best performance by a leading actor in a play in 2009.",1,1,"SELECT nominee, category, year FROM T WHERE nominee = 'thomas sadoski' AND category = 'best performance by a leading actor in a play' AND year = 2009;",3,42
2-18963715-1.html.csv,reasons to be pretty was nominated for best play more than one time,"Based on the table, ""reasons to be pretty"" was nominated for ""best play"" only once, therefore the claim is false.",0,0,select * from T,42,42
2-18963715-1.html.csv,before 2009 was the only year that reasons to be pretty had a nominee at the drama desk award ceremony,"Based on the table, there is a nominee for ""reasons to be pretty"" at the drama desk award ceremony in 2009. Therefore, the claim is false.",0,0,select * from T,42,42
2-11650849-7.html.csv,"on sunday , september 30 , the chicago bears beat the green bay packers 31 - 20","Based on the table, on Sunday, September 30, the Chicago Bears beat the Green Bay Packers with a score of 31-20. Therefore, the claim is true.",1,1,"SELECT winner, result, loser FROM T WHERE date = 'sunday , september 30' AND winner = 'chicago bears' AND loser = 'green bay packers';",3,160
2-11650849-7.html.csv,the chicago bears were the losers against the green bay packers more than ten times,"Based on the table, the Chicago Bears were the losers against the Green Bay Packers 10 times, not more than ten times. Therefore, the claim is false.",0,0,select * from T,160,160
2-11051845-5.html.csv,irregular galaxy is the object type having 2.1 more apparent magnitude than spiral galaxy,"Based on the provided table and SQL query, the claim is true. The table only includes two rows with the object type ""irregular galaxy"" and their apparent magnitudes are 14.0 and 14.5. The SQL query filters for ""irregular galaxy"" objects with apparent magnitudes greater than the apparent magnitude of ""spiral galaxy"" objects plus 2.1. Since there are no ""spiral galaxy"" objects in the table, we can assume that the apparent magnitude of",1,1,"SELECT object_type, apparent_magnitude FROM T WHERE object_type = 'irregular galaxy' AND apparent_magnitude > (SELECT apparent_magnitude + 2.1 FROM T WHERE object_type = 'spiral galaxy');",4,35
2-11051845-5.html.csv,spiral galaxy have the least apparent magnitude,"Based on the table, the spiral galaxy with an apparent magnitude of 8.7 is the least among the listed objects, therefore, the claim is true.",1,1,"SELECT object_type, apparent_magnitude FROM T WHERE object_type = 'spiral galaxy' ORDER BY apparent_magnitude ASC LIMIT 1;",2,35
2-11051845-5.html.csv,irregular galaxy has two ngc numbers in the list,"Based on the table, there are two ngc numbers (5408 and 5477) listed as irregular galaxies, therefore, the claim is true.",1,1,"SELECT ngc_number, object_type FROM T WHERE object_type = 'irregular galaxy';",4,35
2-11051845-5.html.csv,globular cluster has less apparent magnitude than irregular galaxy,"Based on the table and the SQL query, the claim is true. The apparent magnitude of the globular cluster is 10.5, which is less than the apparent magnitude of the irregular galaxy.",1,1,"SELECT object_type, apparent_magnitude FROM T WHERE object_type = 'globular cluster' AND apparent_magnitude < (SELECT apparent_magnitude FROM T WHERE object_type = 'irregular galaxy');",2,35
2-11051845-5.html.csv,globular cluster has the second highest declination ( j2000 ) in the list,"Based on the provided table, the globular cluster has a declination of degree32′4″, which is higher than the declination of the other objects listed. Therefore, the claim is true.",1,1,select * from T,35,35
2-11051845-5.html.csv,irregular galaxy is the object type having 2.1 more apparent magnitude than globular galaxy,"Based on the table, there is no information about the apparent magnitude of a globular galaxy. Therefore, we cannot verify the claim.",0,0,"SELECT object_type, apparent_magnitude FROM T WHERE object_type = 'irregular galaxy' AND apparent_magnitude > (SELECT apparent_magnitude + 2.1 FROM T WHERE object_type = 'globular cluster');",4,35
2-11051845-5.html.csv,spiral galaxy have the most apparent magnitude,"Based on the table, the spiral galaxy has the highest apparent magnitude with a value of 11.9. Therefore, the claim is true.",0,1,"SELECT object_type, apparent_magnitude FROM T WHERE object_type = 'spiral galaxy' ORDER BY apparent_magnitude DESC LIMIT 1;",2,35
2-11051845-5.html.csv,spiral galaxy has two ngc numbers in the list,"Based on the table, there are two ngc numbers (5457 and 5474) that belong to the object type ""spiral galaxy"", so the claim is true.",1,1,"SELECT ngc_number, object_type FROM T WHERE object_type = 'spiral galaxy';",4,35
2-11051845-5.html.csv,globular cluster has more apparent magnitude than irregular galaxy,"Based on the table, the globular cluster has an apparent magnitude of 10.5, while the irregular galaxy has an apparent magnitude of 14.5. Therefore, the claim is false.",0,0,select * from T,35,35
2-11051845-5.html.csv,spiral galaxy has the second highest declination ( j2000 ) in the list,"Based on the provided table, the spiral galaxy has the highest declination (j2000) in the list, not the second highest. Therefore, the claim is false.",0,0,"SELECT object_type, declination__j2000_ FROM T WHERE object_type = 'spiral galaxy' ORDER BY declination__j2000_ DESC LIMIT 1 OFFSET 1;",2,35
1-12834315-2.html.csv,the ar - 15a3 competition hbar has a barrel length of 16 in,"Based on the table, the ar - 15a3 competition hbar does have a barrel length of 16 in, therefore the claim is true.",1,1,"SELECT name, barrel_length FROM T WHERE name = 'ar - 15a3 competition hbar' AND barrel_length = '16 in';",2,280
1-12834315-2.html.csv,the sporter target has a s - 1 fire control,"Based on the provided table, the sporter target does not have an ""s - 1"" fire control. Therefore, the claim is false.",1,0,select * from T,280,280
1-12834315-2.html.csv,the fire control for the sporter target is a1,"Based on the table, the fire control for the sporter target is ""s -1"", not ""a1"". Therefore, the claim is false.",0,0,select * from T,280,280
2-187504-13.html.csv,italy received two more gold medals than canada did but tied with the united states and west germany,"Based on the table, Italy received 2 gold medals, while Canada received 0 gold medals. Italy did not tie with the United States and West Germany in terms of gold medals. Therefore, the claim is false.",1,0,select * from T,77,77
2-187504-13.html.csv,sweden placed higher than austria in the total medal count for the 1988 olympics,"Based on the table, Sweden has a total of 6 medals (4 gold, 0 silver, 2 bronze) and Austria has a total of 10 medals (3 gold, 5 silver, 2 bronze). Therefore, the claim that Sweden placed higher than Austria in the total medal count for the 1988 Olympics is false.",0,0,select * from T,77,77
2-187504-13.html.csv,six different countries received the same number of bronze medals,"Based on the given table, only one country (Switzerland) received 5 bronze medals. Therefore, the claim that six different countries received the same number of bronze medals is false.",1,0,"SELECT nation, bronze FROM T WHERE bronze = 5;",2,77
2-187504-13.html.csv,sweden and canada were the only countries on the table that did not receive a medal in one of the categories,"Based on the table, Sweden and Canada both received medals in at least one of the categories (gold, silver, bronze). Therefore, the claim is false.",1,0,select * from T,77,77
2-187504-13.html.csv,the soviet union received four more medals than east germany in the total medal count,"Based on the table, the Soviet Union received 29 medals and East Germany received 25 medals. Therefore, the claim is true.",1,1,"SELECT nation, total FROM T WHERE nation = 'soviet union (urs)' OR nation = 'east germany (gdr)';",4,77
2-187504-13.html.csv,italy received three more gold medals than canada did but tied with the united states and west germany,"Based on the table, Italy received 2 gold medals, while Canada received 0 gold medals. Italy did not receive three more gold medals than Canada. Additionally, Italy did not tie with the United States and West Germany, as Italy received 2 gold medals while the United States and West Germany received 2 and 3 gold medals respectively. Therefore, the claim is false.",0,0,select * from T,77,77
2-187504-13.html.csv,sweden placed lower than austria in the total medal count for the 1988 olympics,"Based on the table, Sweden placed higher than Austria in the total medal count for the 1988 Olympics. Sweden had a total of 6 medals (4 gold, 0 silver, 2 bronze) while Austria had a total of 10 medals (3 gold, 5 silver, 2 bronze). Therefore, the claim is false.",1,0,select * from T,77,77
2-187504-13.html.csv,eight different countries received the same number of bronze medals,"Based on the provided table and SQL query, the claim is false. Only one country, Switzerland, received 5 bronze medals in the 1988 Winter Olympics.",0,0,"SELECT nation, bronze FROM T WHERE bronze = 5;",2,77
2-187504-13.html.csv,sweden and canada were the only countries on the table that did not receive a medal in two of the categories,"Based on the table, Sweden did not receive a medal in the silver category, and Canada did not receive a medal in the gold category. Therefore, the claim is false as both countries did not receive a medal in only one category, not two.",1,0,select * from T,77,77
2-187504-13.html.csv,the soviet union received six more medals than east germany in the total medal count,"Based on the table, the Soviet Union received 29 medals and East Germany received 25 medals. Therefore, the claim is false.",0,0,"SELECT nation, total FROM T WHERE nation = 'soviet union (urs)' OR nation = 'east germany (gdr)';",4,77
2-15272585-8.html.csv,galina voskoboeva played a total of 3 games on a hard tennis court,"Based on the table, galina voskoboeva played a total of 3 games on a hard tennis court, therefore, the claim is true.",1,1,SELECT * FROM T WHERE surface LIKE '%hard%';,21,35
2-15272585-8.html.csv,galina voskoboeva played 20% of her games on a clay top tennis court,"Based on the provided table, Galina Voskoboeva played 2 games on a clay surface out of a total of 10 games (20% of her games). Therefore, the claim is true.",0,1,SELECT * FROM T WHERE surface = 'clay';,14,35
2-15272585-8.html.csv,galina voskoboeva has an equal winrate between both clay and hard courts,"Based on the table, Galina Voskoboeva has 1 win on clay courts but there is no information about her win on hard courts. Therefore, we cannot determine if she has an equal win rate between clay and hard courts. The claim is inconclusive.",1,0,"SELECT surface, COUNT(*) AS win_count FROM T WHERE outcome = 'winner' AND (surface = 'clay' OR surface = 'hard') GROUP BY surface HAVING win_count > 0;",2,35
2-15272585-8.html.csv,galina voskoboeva never played the same opponent more than one time,"Based on the SQL query and the table result, Galina Voskoboeva never played the same opponent more than one time. Therefore, the claim is true.",1,1,SELECT opponent FROM T GROUP BY opponent HAVING COUNT(*) = 1;,5,35
2-15272585-8.html.csv,"on average , galina voskoboeva loses with only four points","Based on the provided table and SQL query, the claim is false. The average score for Galina Voskoboeva when she is a runner-up is 5.0, not four points.",0,0,SELECT AVG(score) FROM T WHERE outcome = 'runner - up';,1,35
2-15272585-8.html.csv,"galina voskoboeva played a total of 3 games on a hard tennis court , and 1 on clay","Based on the provided table, Galina Voskoboeva played 1 game on a hard tennis court and 2 games on clay. Therefore, the claim is false.",0,0,"SELECT tournament, surface FROM T WHERE surface = 'hard' OR surface = 'clay';",6,35
2-15272585-8.html.csv,galina voskoboeva played 20% of her games on a clay top tennis court and 1% on hard,"Based on the provided table, Galina Voskoboeva played 2 games on clay and 1 game on a hard surface. To verify the claim, we need to calculate the percentage of games played on each surface.",0,0,"SELECT surface, COUNT(*) AS games_played FROM T WHERE surface = 'clay' OR surface = 'hard' GROUP BY surface;",4,35
2-15272585-8.html.csv,galina voskoboeva has an equal winrate between both clay and hard courts but she never won,"Based on the table, Galina Voskoboeva has won on both clay and hard courts. Therefore, the claim is false.",0,0,select * from T,35,35
2-15272585-8.html.csv,galina voskoboeva never played the same opponent more than one time except in 6 june 2006,"Based on the table, Galina Voskoboeva played the same opponent (Alice Canepa) more than one time on 6 June 2006. Therefore, the claim is false.",0,0,select * from T,35,35
2-15272585-8.html.csv,"on average , galina voskoboeva loses with only four points against oleksandra kravets and alice canepa","Based on the table, Galina Voskoboeva lost to Oleksandra Kravets with a score of 6-4, 6-2 and lost to Alice Canepa with a score of 6-1, 6-2. The claim states that on average, Galina Voskoboeva loses with only four points against both opponents. However, the average score against Oleksandra Kravets is (6+4+6+2",0,0,"SELECT opponent, score FROM T WHERE opponent = 'oleksandra kravets' OR opponent = 'alice canepa';",4,35
2-16653153-30.html.csv,south dragons won the most games in the season,"Based on the table, the south dragons won the most games in the season with a win percentage of 73.33, therefore, the claim is true.",1,1,"SELECT team, __won FROM T WHERE __won = (SELECT MAX(__won) FROM T);",2,90
2-16653153-30.html.csv,the melbourne tigers have the same away record as south dragons,"Based on the table, both the Melbourne Tigers and South Dragons have the same away record of 9-6. Therefore, the claim is true.",1,1,"SELECT team, away FROM T WHERE team = 'melbourne tigers' OR team = 'south dragons';",4,90
2-16653153-30.html.csv,the new zealand breakers lost two games more than the melbourne tigers,"Based on the table, the New Zealand Breakers lost 12 games, while the Melbourne Tigers lost 10 games. Therefore, the claim is true.",1,1,"SELECT team, lost FROM T WHERE team = 'new zealand breakers' OR team = 'melbourne tigers';",4,90
2-16653153-30.html.csv,gold coast blaze had the worst record in the season,"Based on the provided table, the gold coast blaze team had 22 losses in the season, which does not necessarily mean they had the worst record. Without comparing their record to the other teams in the season, we cannot determine if the claim is true or false.",1,1,"SELECT team, lost, last_5, streak, home, away, __pts, __won FROM T WHERE team = 'gold coast blaze';",8,90
2-16653153-30.html.csv,the perth wildcats and townsville crocodiles both have the same loss records for the season,"Based on the table, both the Perth Wildcats and Townsville Crocodiles have 13 losses, therefore, the claim is true.",1,1,"SELECT team, lost FROM T WHERE team = 'perth wildcats' OR team = 'townsville crocodiles';",4,90
2-16653153-30.html.csv,gold coast blaze won the most games in the season,"Based on the table, the team ""South Dragons"" won the most games in the season with a win percentage of 73.33%. Therefore, the claim that ""Gold Coast Blaze won the most games in the season"" is false.",0,0,"SELECT team, __won FROM T ORDER BY __won DESC LIMIT 1;",2,90
2-16653153-30.html.csv,melbourne tigers have the same home record as south dragons,"Based on the table, Melbourne Tigers have a home record of 11-4, while South Dragons have a home record of 13-2. Therefore, the claim is false.",0,0,select * from T,90,90
2-16653153-30.html.csv,the new zealand breakers won two games more than the melbourne tigers,"Based on the table, the New Zealand Breakers won 60% of their games, while the Melbourne Tigers won 66.67% of their games. Therefore, the claim is false.",0,0,"SELECT team, __won FROM T WHERE team = 'new zealand breakers' OR team = 'melbourne tigers';",4,90
2-16653153-30.html.csv,gold coast blaze had the best record in the season,"Based on the table, the team with the best record in the season is ""south dragons"" with a win percentage of 73.33%. Therefore, the claim that ""gold coast blaze had the best record in the season"" is false.",0,0,"SELECT team, __won FROM T WHERE __won = (SELECT MAX(__won) FROM T);",2,90
2-16653153-30.html.csv,the perth wildcats and townsville crocodiles both have the same won records for the season,"Based on the table, both the Perth Wildcats and Townsville Crocodiles have a won record of 56.67, therefore, the claim is true.",1,1,"SELECT team, __won FROM T WHERE team = 'perth wildcats' OR team = 'townsville crocodiles';",4,90
2-12206617-3.html.csv,the toronto blue jays played in 8 games with an attendance greater than 5000 in may of the 1991 season,"Based on the table, the Toronto Blue Jays played in 9 games with an attendance greater than 5000 in May of the 1991 season. Therefore, the claim is false.",1,0,"SELECT date, opponent, attendance FROM T WHERE date LIKE 'may%' AND attendance > 5000;",81,189
2-12206617-3.html.csv,the toronto blue jays played the rangers three times in may during the 1991 season,"Based on the table, the toronto blue jays played the rangers twice in May during the 1991 season, on May 1 and May 7. Therefore, the claim is false.",1,0,select * from T,189,189
2-12206617-3.html.csv,the toronto blue jays won two of the last three games they played in may 1991,"Based on the table, the Toronto Blue Jays won their last three games in May 1991, therefore the claim is true.",1,1,select * from T,189,189
2-12206617-3.html.csv,the game with the lowest attendance in may of the 1991 toronto blue jays season was played against the royals,"Based on the table, the game with the lowest attendance in May of the 1991 Toronto Blue Jays season was indeed played against the Royals, as the attendance for that game was 20809. Therefore, the claim is true.",0,1,"SELECT date, opponent, attendance FROM T WHERE date LIKE 'may%' AND opponent = 'royals' ORDER BY attendance ASC LIMIT 1;",3,189
2-12206617-3.html.csv,the toronto blue jays lost three consecutive games between the 25th and the 28th may 1991,"Based on the table, the Toronto Blue Jays lost two consecutive games on May 25th and May 26th, but they won on May 28th. Therefore, the claim is false.",0,0,select * from T,189,189
2-12206617-3.html.csv,the toronto blue jays played in 8 games with an attendance lower than 5000 in may of the 1991 season,"Based on the provided table, the claim is false. The Toronto Blue Jays played in 0 games with an attendance lower than 5000 in May of the 1991 season.",0,0,select * from T,189,189
2-12206617-3.html.csv,the toronto blue jays played the angels three times in may during the 1991 season,"Based on the table, the Toronto Blue Jays played the Angels three times in May during the 1991 season. Therefore, the claim is true.",0,1,select * from T,189,189
2-12206617-3.html.csv,the toronto blue jays lost two of the last three games they played in may 1991,"Based on the table, the Toronto Blue Jays lost two of the last three games they played in May 1991. Therefore, the claim is true.",0,1,select * from T,189,189
2-12206617-3.html.csv,the game with the lowest attendance in may of the 1991 toronto blue jays season was played against the athletics,"Based on the provided information, the game with the lowest attendance in May of the 1991 Toronto Blue Jays season was played against the Royals, not the Athletics. Therefore, the claim is false.",0,0,"SELECT opponent, attendance FROM T WHERE date LIKE 'may%' ORDER BY attendance ASC LIMIT 1;",2,189
2-12206617-3.html.csv,the toronto blue jays lost one consecutive games between the 25th and the 28th may 1991,"Based on the table, the Toronto Blue Jays lost one consecutive game between the 25th and the 28th of May 1991. Therefore, the claim is true.",0,1,select * from T,189,189
2-17933602-1.html.csv,rio ave 's head coach was carlos brito and club sporting cp has josé peseiro,"Based on the table, the claim is true. The head coach for Rio Ave is Carlos Brito and the head coach for Sporting CP is José Peseiro.",1,1,"SELECT club, head_coach FROM T WHERE club = 'rio ave' AND head_coach = 'carlos brito' OR club = 'sporting cp' AND head_coach = 'josé peseiro';",4,108
2-17933602-1.html.csv,the 15th in the liga of the 2003 - 2004 season was in estádio do restelo while the13th in the liga was held in estádio cidade de coimbra,"Based on the table, the 13th in the liga of the 2003 - 2004 season was held in estádio cidade de coimbra, while the 15th in the liga was held in estádio do restelo. Therefore, the claim is true.",1,1,"SELECT club, stadium FROM T WHERE ""2003___2004_season"" = '13th in the liga' AND stadium = 'estádio cidade de coimbra' UNION SELECT club, stadium FROM T WHERE ""2003___2004_season"" = '15th in the liga' AND stadium = 'estádio do restelo';",4,108
2-17933602-1.html.csv,"josé couceiro was the head coach in setúbal , and it was manuel machado in guimarães","Based on the table, José Couceiro was the head coach in Setúbal, and Manuel Machado was the head coach in Guimarães. Therefore, the claim is true.",1,1,"SELECT head_coach, city FROM T WHERE city = 'setúbal' OR city = 'guimarães';",6,108
2-17933602-1.html.csv,"porto was 1st in the liga for the 2003 - 2004 season , followed by benfica","Based on the table, Benfica was 2nd in the liga for the 2003-2004 season, not Porto. Therefore, the claim is false.",1,0,select * from T,108,108
2-17933602-1.html.csv,"clubs belenenses , benfica and sporting cp have lisbon as the city","Based on the table, the clubs belenenses, benfica, and sporting cp all have lisbon as the city, therefore the claim is true.",1,1,"SELECT club, city FROM T WHERE city = 'lisbon';",6,108
2-17933602-1.html.csv,rio ave 's head coach was carlos brito and club sporting cp has carlos brito as well,"Based on the provided information, there is no mention of club Sporting CP in the table. Therefore, the claim is false.",0,0,"SELECT club, head_coach FROM T WHERE head_coach = 'carlos brito';",2,108
2-17933602-1.html.csv,the 15th in the liga of the 2003 - 2004 season was in estádio do restelo while the 2nd in the liga was held in estádio cidade de coimbra,"Based on the table, the club ""belenenses"" finished 15th in the liga of the 2003-2004 season, and their home stadium was ""estádio do restelo"". The club ""benfica"" finished 2nd in the liga of the same season, and their home stadium was ""estádio da luz"". Therefore, the claim is false.",0,0,select * from T,108,108
2-17933602-1.html.csv,"josé couceiro was the head coach in setúbal , and it was manuel machado in guimarães , the only time guimarães is a city","Based on the table, josé couceiro was the head coach in setúbal and manuel machado was the head coach in guimarães. However, the claim that it was the only time guimarães is a city cannot be verified from the given data.",0,0,"SELECT head_coach, city FROM T WHERE city = 'setúbal' OR (city = 'guimarães' AND head_coach = 'manuel machado');",4,108
2-17933602-1.html.csv,"porto was 1st in the liga for the 2003 - 2004 season , followed by benfica , both from the city of porto","Based on the table, Porto was actually 1st in the liga for the 2003-2004 season and Benfica was 2nd in the liga. Both teams are from the city of Lisbon, not Porto. Therefore, the claim is false.",0,0,select * from T,108,108
2-17933602-1.html.csv,"clubs belenenses , benfica and sporting cp are three of four places with lisbon as the city","Based on the table, there are only three clubs listed with Lisbon as the city: Belenenses, Benfica, and Sporting CP. Therefore, the claim is true.",0,1,"SELECT club, city FROM T WHERE city = 'lisbon' AND (club = 'belenenses' OR club = 'benfica' OR club = 'sporting cp');",6,108
2-10814487-4.html.csv,the score on 15 / 04 / 07 in super league xii was 52 - 22,"Based on the table, the score on 15/04/07 in super league xii was 52 - 22, therefore, the claim is true.",1,1,select * from T,256,256
2-10814487-4.html.csv,the super league xii score on 21 / 07 / 07 was 14 - 10,"Based on the table, the super league xii score on 21/07/07 was indeed 14 - 10, therefore the claim is true.",1,1,select * from T,256,256
2-10814487-4.html.csv,the score on 15 / 04 / 07 in super league xii was 52 to 22 with an attendance of 9000,"Based on the table, the score on 15/04/07 in super league xii was 52 to 22, but the attendance was 10881, not 9000. Therefore, the claim is false.",0,0,select * from T,256,256
2-10814487-4.html.csv,the score on 21 / 07 / 07 was 14 to 10 and the home team was bradford,"Based on the table, the score on 21/07/07 was 14 to 10 and the home team was Salford City Reds, not Bradford. Therefore, the claim is false.",0,0,select * from T,256,256
2-16623894-37.html.csv,the first leg score was 1 - 3 for the match with a team 1 of panathinaikos,"Based on the table, the first leg score for the match with a team 1 of panathinaikos was 1 - 3, therefore, the claim is true.",1,1,select * from T,48,48
2-16623894-37.html.csv,"werder bremen , who is in team 2 , had a score of 4 - 4 in the 2nd leg","Based on the table, the team in team 2 that had a score of 4 - 4 in the 2nd leg is Valencia, not Werder Bremen. Therefore, the claim is false.",1,0,select * from T,48,48
2-16623894-37.html.csv,standard liège had a match against hamburg as team 1,"Based on the table, Standard Liège did not have a match against Hamburg as team 1. Therefore, the claim is false.",0,0,select * from T,48,48
